57101	Euro Stumbles As ECB Hints At More Easing	http://www.benzinga.com/news/14/03/4423242/euro-stumbles-as-ecb-hints-at-more-easing	Benzinga	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.benzinga.com	1396014020063
57112	Eurozone banks buy govt bonds in February	http://www.ekathimerini.com/4dcgi/_w_articles_wsite2_1_27/03/2014_538494	Kathimerini	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.ekathimerini.com	1396014023267
57113	ECB Promotes Stimulus Measures Even as Recovery Lessens Need (1)	http://www.businessweek.com/news/2014-03-27/ecb-readies-measures-as-economic-recovery-lessens-need-for-them	Businessweek	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.businessweek.com	1396014023485
57114	Euro-zone Banks' Lending to Private Sector Falls Again	http://english.capital.gr/News.asp\?id=1982735	Capital.gr \(press release\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	english.capital.gr	1396014023669
57115	Loans to eurozone businesses still weak: ECB	http://www.businesstimes.com.sg/breaking-news/world/loans-eurozone-businesses-still-weak-ecb-20140327	Business Times \(subscription\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.businesstimes.com.sg	1396014023835
57116	Dollar gains amid ECB talk of anti-deflation measures	http://www.lankabusinessonline.com/news/dollar-gains-amid-ecb-talk-of-anti-deflation-measures/1806986172	Lanka Business Online	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.lankabusinessonline.com	1396014024113
57117	ECB Promotes Stimulus Measures Even as Recovery Lessens Need	http://www.bloomberg.com/news/2014-03-27/ecb-primes-weapons-as-euro-area-recovery-lessens-need-for-action.html	Bloomberg	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.bloomberg.com	1396014024308
57118	Euro, peripheral bond yields fall as speculation grows over ECB easing rates	http://www.business-standard.com/article/international/euro-peripheral-bond-yields-fall-as-speculation-grows-over-ecb-easing-rates-114032700551_1.html	Business Standard	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.business-standard.com	1396014024516
57119	Euro-zone Banks' Lending to Private Sector Falls Again in February	http://english.capital.gr/News.asp\?id=1982706	Capital.gr \(press release\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	english.capital.gr	1396014024708
57120	Banks' Lending to Private Sector Falls Again	http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-492869/	Wall Street Journal	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	stream.wsj.com	1396014024995
57121	Premarket: Euro, peripheral bond yields fall on ECB easing debate	http://www.theglobeandmail.com/report-on-business/premarket-euro-peripheral-bond-yields-fall-on-ecb-easing-debate/article17691360/	The Globe and Mail	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.theglobeandmail.com	1396014025169
57122	Europe Tries Hat Trick	http://www.theepochtimes.com/n3/column/584427-europe-tries-hat-trick/	The Epoch Times	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.theepochtimes.com	1396014025363
57123	Pound Euro Exchange Rate: GPB-EUR Moves Above 1.2 Again	http://www.economy-news.co.uk/Foreign-Exchange/pound-to-euro-at-1-2-324324/	Economy News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.economy-news.co.uk	1396014025568
57124	Forex - Euro remains weaker against dollar	http://www.nasdaq.com/article/forex-euro-remains-weaker-against-dollar-cm339181	NASDAQ	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.nasdaq.com	1396014025986
57125	Euro to AUD Exchange Rate Holds below 1.50 on ECB Speculation	http://www.euroexchangeratenews.com/euro-to-aud-exchange-rate-holds-below-1-50-on-ecb-speculation/7117	Euro Exchange Rate News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.euroexchangeratenews.com	1396014026280
57126	FOREX-Euro steadies, kiwi hits 2-1/2 year high	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140327&amp;id=17470928	MSN Money	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	money.msn.com	1396014026498
57127	FOREX-Euro struggles after ECB officials reopen easing debate; yen slips	http://in.reuters.com/article/2014/03/27/markets-forex-idINL4N0MO1IU20140327	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014026692
57128	RPT-Sluggish economy prompts QE rethink at Germany's Bundesbank	http://in.reuters.com/article/2014/03/27/ecb-bundesbank-idINL5N0MN4R920140327	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014026893
57129	ECB to get drastic? QE could be on the table	http://www.cnbc.com/id/101527175	CNBC.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.cnbc.com	1396014027095
57130	Dollar up against euro on policy outlook, strong data	http://www.brecorder.com/markets/fxmm/americas/164536-dollar-up-against-euro-on-policy-outlook-strong-data.html	Business Recorder	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.brecorder.com	1396014027713
57131	Euro falls in London	http://www.brecorder.com/money-a-banking/198/1166503/	Business Recorder	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.brecorder.com	1396014027914
57132	EUR/JPY Fundamental Analysis March 28, 2014 Forecast	http://www.fxempire.com/fundamental/fundamental-analysis-reports/eurjpy-fundamental-analysis-march-28-2014-forecast/	FX Empire	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxempire.com	1396014028132
57133	ECB unease puts pressure on Govt to offload bonds	http://www.irishtimes.com/business/economy/ecb-unease-puts-pressure-on-govt-to-offload-bonds-1.1737924	Irish Times	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.irishtimes.com	1396014028390
57134	FOREX-Euro struggles after ECB officials reopen easing debate; yen firmer	http://in.reuters.com/article/2014/03/27/markets-forex-idINL4N0MO0HK20140327	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014028583
57135	Negative Deposit Rates: Will They or Won't They?	http://www.fxstreet.com/analysis/piponomics/2014/03/26/	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014028767
57136	Euro Declines to Three-Week Low on U.K. Retail Data	http://www.bloomberg.com/news/2014-03-27/yen-touches-one-week-high-as-ukraine-tension-spurs-safety-bid.html	Bloomberg	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.bloomberg.com	1396014029019
57137	FOREX-Euro on defensive after ECB officials reopen easing debate	http://in.reuters.com/article/2014/03/27/markets-forex-idINL4N0MN54920140327	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014029378
57138	ECB faces uncharted waters with negative rates	http://www.marketwatch.com/story/ecb-faces-uncharted-waters-with-negative-rates-2014-03-26\?link=MW_latest_news	MarketWatch	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.marketwatch.com	1396014029563
57139	Dollar strengthens against euro amid ECB talk of anti-deflation measures	http://www.channelnewsasia.com/news/business/dollar-strengthens/1049940.html	Channel News Asia	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.channelnewsasia.com	1396014029757
57140	ECB Faces Uncharted Waters With Negative Deposit Rate	http://online.wsj.com/article/BT-CO-20140326-712947.html	Wall Street Journal	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	online.wsj.com	1396014029951
57141	FOREX-Dollar falls versus yen on renewed geopolitical concerns	http://in.reuters.com/article/2014/03/26/markets-forex-idINL1N0MN1D420140326	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014030164
57142	Sluggish economy prompts QE rethink at Germany's Bundesbank	http://in.reuters.com/article/2014/03/26/us-ecb-bundesbank-idINBREA2P1NG20140326	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014030404
57143	Another Voice On The Dollar Vs. Yen And Euro Discussion [Proshares Trust II]	http://seekingalpha.com/article/2110883-another-voice-on-the-dollar-vs-yen-and-euro-discussion	Seeking Alpha	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	seekingalpha.com	1396014030592
57144	Europe Stocks Higher Ss ECB Stokes Stimulus Hopes	http://english.capital.gr/News.asp\?id=1982337	Capital.gr \(press release\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	english.capital.gr	1396014030785
57145	Dollar higher against weaker euro, yen little changed	http://www.investing.com/news/forex-news/dollar-higher-against-weaker-euro,-yen-little-changed-274136	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014030970
57146	Dollar Finds New Footing Versus Euro	http://www.rttnews.com/2292605/dollar-finds-new-footing-versus-euro.aspx\?type=fcom	RTT News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.rttnews.com	1396014031238
57147	European Stocks Rise On ECB Stimulus Talk	http://www.nasdaq.com/article/european-stocks-rise-on-ecb-stimulus-talk-20140326-00784	NASDAQ	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.nasdaq.com	1396014031490
57148	Pound Gains Most in Six Weeks Versus Euro on Weale Rate Comments	http://www.businessweek.com/news/2014-03-26/pound-advances-versus-euro-as-weale-says-rates-should-increase	Businessweek	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.businessweek.com	1396014031691
57149	CURRENCIES: Euro Down Vs. Dollar As ECB Officials Talk Stimulus	http://english.capital.gr/News.asp\?id=1982257	Capital.gr \(press release\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	english.capital.gr	1396014031892
57150	Euro Zone Faces Real Deflation Risk, Says Linde	http://www.nasdaq.com/article/euro-zone-faces-real-deflation-risk-says-linde-20140326-00770	NASDAQ	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.nasdaq.com	1396014032086
57151	Euro Zone Faces Real Deflation Risk Says Spain's ECB Council Member	http://online.wsj.com/article/BT-CO-20140326-708380.html	Wall Street Journal	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	online.wsj.com	1396014032396
57152	Why The ECB Isn't Worried About Deflation	http://www.businessinsider.com/the-message-from-the-bundesbank-2014-3	Business Insider	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.businessinsider.com	1396014032587
57153	ECB's Linde assures central bank will take action if deflation risk increases	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=4e91b0b1-3849-4ca4-ad17-c20f897eeca6	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014032779
57154	Forex - Euro hits session lows vs. dollar after US data	http://www.investing.com/news/forex-news/forex---euro-hits-session-lows-vs.-dollar-after-u.s.-data-274107	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014032956
57155	FOREX-Dollar up against euro on policy outlook, strong data	http://in.reuters.com/article/2014/03/26/markets-forex-idINL1N0MN0PE20140326	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014033149
57156	The Message From The Bundesbank [CurrencyShares Euro Trust]	http://seekingalpha.com/article/2110383-the-message-from-the-bundesbank\?source=feed	Seeking Alpha	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	seekingalpha.com	1396014033446
57157	ECB's Linde says Spain's economy slowly recovering from recession	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=0047f061-a568-4df4-ba16-e31c039ddd1b	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014033772
57158	Message From The Bundesbank	http://www.investing.com/analysis/message-from-the-bundesbank-207498	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014033966
57159	EUR/GBP Fundamental Analysis March 27, 2014 Forecast	http://www.fxempire.com/fundamental/fundamental-analysis-reports/eurgbp-fundamental-analysis-march-27-2014-forecast/	FX Empire	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxempire.com	1396014034501
57160	Europe midday: Bullish central bankers boost stocks	http://www.ifamagazine.com/news/europe-midday-bullish-central-bankers-boost-stocks-295742	IFA Magazine	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.ifamagazine.com	1396014034711
57161	Is ice between ECB and Bundesbank melting?	http://www.thecorner.eu/news-europe/ecb-bundesbank-bring-positions-closer-without-setting-precedent-2/36297/	The Corner Economic	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.thecorner.eu	1396014035038
57162	CurrencyShares Euro Trust (FXE) news: ECB members try and talk down euro	http://seekingalpha.com/news/1645503-ecb-members-try-and-talk-down-euro	Seeking Alpha	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	seekingalpha.com	1396014035254
57163	Speculation thins in absence of profit windows	http://www.undercurrentnews.com/2014/03/26/speculation-thins-in-absence-of-profit-windows/	Undercurrent News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.undercurrentnews.com	1396014035458
57164	Actions (other than words) needed to bring EUR lower - BTMU	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=f9aa6604-cdec-43c5-a943-581ac92d2fef	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014035935
57165	What do Draghi's words mean?	http://www.fxstreet.com/analysis/strategic-currency-briefing/2014/03/26/	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014036119
57166	Bundesbank opens door to European QE	http://www.baystreet.ca/articles/globalmarkets.aspx\?articleid=17597	Baystreet.ca	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.baystreet.ca	1396014036427
57167	ECB Considers Taking The Deposit Rate Below Zero	http://www.investing.com/analysis/ecb-considers-taking-the-deposit-rate-below-zero-207488	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014036732
57168	AUD under pressure as RBA chief shadows Draghi	http://www.tradingfloor.com/posts/aud-under-pressure-rba-chief-shadows-draghi-1573214367	TradingFloor.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.tradingfloor.com	1396014036950
57169	EUR/USD Fundamental Analysis March 27, 2014 Forecast	http://www.fxempire.com/fundamental/fundamental-analysis-reports/eurusd-fundamental-analysis-march-27-2014-forecast/	FX Empire	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxempire.com	1396014037216
57170	FOREX-Euro weak near 3-week lows as ECB tries to tame strength	http://www.reuters.com/article/2014/03/26/markets-forex-idUSL5N0MN2NP20140326	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.reuters.com	1396014037465
57171	French Market Rises	http://www.rttnews.com/2292318/french-market-rises.aspx\?type=glcom	RTT News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.rttnews.com	1396014037951
57172	European stocks extends gains amid ECB speculation; Dax jumps 1.41%	http://www.investing.com/news/stock-market-news/european-stocks-extends-gains-amid-ecb-speculation;-dax-jumps-1.41-274066	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014038120
57173	Dollar higher against euro, yen steady	http://www.nasdaq.com/article/dollar-higher-against-euro-yen-steady-cm338608	NASDAQ	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.nasdaq.com	1396014038313
57174	Euro resists ECB Doves As AUD/USD Breaches 200-Day MA	http://www.investing.com/analysis/euro-resists-ecb-doves-as-aud-usd-breaches-200-day-ma-207471	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014038490
57175	Euro resists ECB doves as AUDUSD breaches 200-day moving average	http://www.zawya.com/story/Euro_resists_ECB_doves_as_AUDUSD_breaches_200day_moving_average-SX2603201439819/	Zawya \(registration\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.zawya.com	1396014039108
57176	Euro weak near 3-week lows as ECB tries to tame strength	http://www.cnbc.com/id/101525103	CNBC.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.cnbc.com	1396014039380
57177	European stocks rise on ECB stimulus talk; Dax up 0.61%	http://www.nasdaq.com/article/european-stocks-rise-on-ecb-stimulus-talk-dax-up-061-cm338601	NASDAQ	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.nasdaq.com	1396014039615
57178	Forex Market: EUR/USD declines a second day on ECB easing speculation	http://www.binarytribune.com/2014/03/26/forex-market-eurusd-declines-a-second-day-on-ecb-easing-speculation/	Binary Tribune	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.binarytribune.com	1396014039879
57179	Macro Horizons: After ECB Signals, Stars Are Aligning For Stronger Dollar	http://blogs.wsj.com/moneybeat/2014/03/26/macro-horizons-after-ecb-signals-stars-are-aligning-for-stronger-dollar/	Wall Street Journal \(blog\)	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	blogs.wsj.com	1396014040100
57180	Europe stocks higher as ECB stokes stimulus hopes	http://www.marketwatch.com/story/europe-stocks-higher-as-ecb-stokes-stimulus-hopes-2014-03-26\?reflink=MW_news_stmp	MarketWatch	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.marketwatch.com	1396014040311
57181	Euro to Pound Exchange Rate Softer as Draghi Gets Dovish	http://www.euroexchangeratenews.com/euro-to-pound-exchange-rate-softer-as-draghi-gets-dovish/7102	Euro Exchange Rate News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.euroexchangeratenews.com	1396014040588
57182	Euro zone bond yields edge up on positive US growth signs	http://in.reuters.com/article/2014/03/26/markets-bonds-euro-idINL5N0MN1QI20140326	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014040870
57183	Stimulus Expectations Fuel Positive Market Sentiment	http://www.investing.com/analysis/stimulus-expectations-fuel-positive-market-sentiment-207394	Investing.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.investing.com	1396014041046
57184	REFILE-Bank of England comments help sterling higher vs euro	http://www.lse.co.uk/macroeconomicNews.asp\?code=51cqjjk3&amp;headline=REFILEBank_of_England_comments_help_sterling_higher_vs_euro	London South East	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.lse.co.uk	1396014041231
57185	Daily FX Analysis	http://www.actionforex.com/analysis/daily-forex-fundamentals/daily-fx-analysis-20140326211799/	Action Forex	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.actionforex.com	1396014041419
57186	Hindalco gains 3%, Coal India & Bajaj Auto up; Sensex firm	http://www.moneycontrol.com/news/local-markets/hindalco-gains-3-coal-indiabajaj-auto-up-sensex-firm_1058348.html	Moneycontrol.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.moneycontrol.com	1396014041615
57187	ECB mulls bolder moves to prevent low inflation	http://www.marketwatch.com/story/ecb-mulls-bolder-moves-to-prevent-low-inflation-2014-03-26\?reflink=MW_news_stmp	MarketWatch	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.marketwatch.com	1396014041922
57188	Euro: ECB officials sending signals they're willing to consider dramatic steps  ...	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=9bc4d4a3-d00b-4d96-a350-fbe484f927cc	FXstreet.com	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.fxstreet.com	1396014042133
57189	NZ dollar jumps against euro	http://home.nzcity.co.nz/news/article.aspx\?id=184376&amp;cat=976&amp;fm=newsmain%2Cnarts	NZ City	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	home.nzcity.co.nz	1396014042341
57190	Dollar edges up on US confidence data, housing numbers weigh	http://www.jpost.com/Business/Investing/Dollar-edges-up-on-US-confidence-data-housing-numbers-weigh-346496	Jerusalem Post	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.jpost.com	1396014042562
57191	NZ dollar jumps against euro	http://money.msn.co.nz/businessnews/national/8819996/nz-dollar-jumps-against-euro	MSN NZ News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	money.msn.co.nz	1396014042855
57192	Germany's Bundesbank opens door to QE in Europe	http://kfgo.com/news/articles/2014/mar/25/germanys-bundesbank-opens-door-to-qe-in-europe/	KFGO	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	kfgo.com	1396014043066
57193	European Stocks Rise On ECB Stimulus Chatter	http://www.rttnews.com/2291804/european-stocks-rise-on-ecb-stimulus-chatter.aspx\?type=glcom	RTT News	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.rttnews.com	1396014043290
57194	ECB Ready to Fight Deflation	http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-490675/	Wall Street Journal	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	stream.wsj.com	1396014043483
57195	Pound gains against a weaker euro, flat versus dollar	http://uk.reuters.com/article/2014/03/25/markets-forex-sterling-idUKL5N0MM2NF20140325	Reuters UK	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	uk.reuters.com	1396014043753
57196	US consumer spending up modest 0.3 percent	http://www.thenewstribune.com/2014/03/28/3120934/us-consumer-spending-up-modest.html\?sp=/99/296/358/	TheNewsTribune.com	b	d4LaNfkyC5ovHQM8Q0L2h4PlBpwQM	www.thenewstribune.com	1396014615310
57197	Business news and markets: live	http://www.telegraph.co.uk/finance/business-news-markets-live/10728759/Business-news-and-markets-live.html	Telegraph.co.uk	b	d4LaNfkyC5ovHQM8Q0L2h4PlBpwQM	www.telegraph.co.uk	1396014615509
57198	Ahead of the Bell: US consumer spending	http://money.msn.com/business-news/article.aspx\?feed=AP&amp;date=20140328&amp;id=17475275	MSN Money	b	d4LaNfkyC5ovHQM8Q0L2h4PlBpwQM	money.msn.com	1396014615722
57199	2013 growth revised down as savings worries mount	http://www.cityam.com/blog/1396001850/uk-2013-gdp-growth-revised-down-savings-worries-mount	CITY A.M. \(blog\)	b	d4LaNfkyC5ovHQM8Q0L2h4PlBpwQM	www.cityam.com	1396014615924
57200	The economy	http://www.economist.com/news/china/21599806-our-asia-economics-editor-takes-his-leave-less-worried-many-his-peers-about-frailties	The Economist	b	d4LaNfkyC5ovHQM8Q0L2h4PlBpwQM	www.economist.com	1396014616459
