144701	Debate over study that says corn biofuels worse than gasoline in the short-term	http://blueandgreentomorrow.com/2014/04/21/debate-over-study-that-says-corn-biofuels-worse-than-gasoline-in-the-short-term/	Blue \& Green Tomorrow	b	dOSUWxCfGI30r2MYJpqq0kAt7n0CM	blueandgreentomorrow.com	1398106072119
144712	STUDY: Fuels From Corn Waste Worse Than Gas	http://www.cbs2iowa.com/news/features/top-stories/stories/study-fuels-corn-waste-worse-than-gas-26196.shtml	KGAN TV	b	dOSUWxCfGI30r2MYJpqq0kAt7n0CM	www.cbs2iowa.com	1398106075561
144713	Survey: Most Firms Affected by Superstorm Sandy Still Have Financing Needs	http://ecreditdaily.com/2014/04/survey-firms-affected-superstorm-sandy-financing/	eCreditDaily.com	b	dYCg51852xONT6M1-5GXYnH_xbn4M	ecreditdaily.com	1398106273463
144714	Federal Reserve: Third of small businesses in NY, NJ, CT Sandy areas report  ...	http://www.nanaimodailynews.com/business/federal-reserve-third-of-small-businesses-in-ny-nj-ct-sandy-areas-report-financial-losses-1.978342	Nanaimo Daily News	b	dYCg51852xONT6M1-5GXYnH_xbn4M	www.nanaimodailynews.com	1398106273677
144715	Small Businesses Still Feel Fallout From Superstorm	http://www.kwtx.com/weather/headlines/Small-Businesses-Still-Feel-Fallout-From-Superstorm-256044251.html	KWTX	b	dYCg51852xONT6M1-5GXYnH_xbn4M	www.kwtx.com	1398106273914
144716	Report: Sandy's fallout tough on small business	http://www.thedailyjournal.com/viewart/20140421/NEWS01/304210046/Report-Sandy-s-fallout-tough-small-business	Vineland Daily Journal	b	dYCg51852xONT6M1-5GXYnH_xbn4M	www.thedailyjournal.com	1398106274306
144717	Sandy's Fallout Affecting Small Business	http://nj1015.com/report-sandys-fallout-affecting-small-business/	New Jersey 101.5 FM Radio	b	dYCg51852xONT6M1-5GXYnH_xbn4M	nj1015.com	1398106274561
144718	Report: Sandy's fallout affecting small business - CBS 3 Springfield - WSHM	http://www.cbs3springfield.com/story/25297489/federal-reserve-eyes-sandys-small-business-impact	WSHM-TV	b	dYCg51852xONT6M1-5GXYnH_xbn4M	www.cbs3springfield.com	1398106274790
144719	US May Redirect More Than $1 Billion in Sandy Aid	http://live.wsj.com/video/us-may-redirect-more-than-1-billion-in-sandy-aid/2F7A63E8-52CE-4408-83DE-EA940A027D04.html	Wall Street Journal	b	dYCg51852xONT6M1-5GXYnH_xbn4M	live.wsj.com	1398106275033
144720	More Than $1 Billion in Superstorm Sandy Aid Could Be Spent Around the Country	http://stream.wsj.com/story/2012-storm-season/SS-2-48537/SS-2-512066/	Wall Street Journal	b	dYCg51852xONT6M1-5GXYnH_xbn4M	stream.wsj.com	1398106275303
144721	Birch Communications To Acquire Cbeyond, Inc. For $323M	http://www.valuewalk.com/2014/04/birch-communications-to-acquire-cbeyond-inc-for-323m/	ValueWalk	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.valuewalk.com	1398106401012
144722	SHAREHOLDER ALERT: Pomerantz LLP Investigates Claims That the Merger  ...	http://www.digitaljournal.com/pr/1862692	DigitalJournal.com	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.digitaljournal.com	1398106401173
144723	DA Davidson Does Not See Another Bidder Emerging for Cbeyond	http://www.benzinga.com/analyst-ratings/analyst-color/14/04/4484255/update-d-a-davidson-does-not-see-another-bidder-emerging	Benzinga	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.benzinga.com	1398106401424
144724	Cbeyond's Search for 'Strategic Alternatives' Comes to Fruition, But Not in Sale  ...	http://www.channelpartnersonline.com/news/2014/04/cbeyond-s-search-for-strategic-alternatives-comes.aspx	Channel Partners	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.channelpartnersonline.com	1398106401659
144725	Moderate Gains for Technology Shares; Cbeyond Rallies Following $323 Mln  ...	http://www.nasdaq.com/article/moderate-gains-for-technology-shares-cbeyond-rallies-following-323-mln-buyout-offer-cm345790	NASDAQ	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.nasdaq.com	1398106401902
144726	Birch Communications buying Cbeyond for approximately $323 million	http://www.brandonsun.com/lifestyles/breaking-news/birch-communications-buying-cbeyond-for-approximately-323-million-255997901.html\?thx=y	Brandon Sun	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.brandonsun.com	1398106402170
144727	Birch Communications to Acquire Cbeyond	http://www.itnewsonline.com/news/Birch-Communications-to-Acquire-Cbeyond/33082/1/3	IT News Online	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.itnewsonline.com	1398106402404
144728	Cbeyond, Inc. (NASDAQ:CBEY) Offers Itself For Sale, Expects $323 Million In  ...	http://wallstreetpr.com/cbeyond-inc-nasdaqcbey-offers-itself-for-sale-expects-323-million-in-the-deal-19910	WallStreetPR	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	wallstreetpr.com	1398106402816
144729	Sector Update: Technology	http://www.nasdaq.com/article/sector-update-technology37-cm345746	NASDAQ	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.nasdaq.com	1398106403184
144730	Birch Communications Buying Cbeyond For $323M	http://www.npr.org/templates/story/story.php\?storyId=305505906	NPR	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.npr.org	1398106403385
144731	DA Davidson Downgrades Cbeyond to Neutral (CBEY)	http://tickerreport.com/banking-finance/191557/da-davidson-downgrades-cbeyond-to-neutral-cbey/	Ticker Report	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	tickerreport.com	1398106403629
144732	Why Cbeyond Inc. Shares Skyrocketed	http://www.fool.com/investing/general/2014/04/21/why-cbeyond-inc-shares-skyrocketed.aspx	Motley Fool	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.fool.com	1398106403846
144733	Midday movers: Facebook, Home Depot, Pfizer & More	http://www.cnbc.com/id/101598975	CNBC.com	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.cnbc.com	1398106404030
144734	Cloud and Managed Services Provider Birch Communications to Acquire  ...	http://www.thewhir.com/web-hosting-news/cloud-managed-services-provider-birch-communications-acquire-cbeyond-323-million-cash	Web Host Industry Review	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.thewhir.com	1398106404267
144735	CBEYOND, INC. SHAREHOLDER ALERT: Rigrodsky & Long, PA Announces  ...	http://www.heraldonline.com/2014/04/21/5886468/cbeyond-inc-shareholder-alert.html\?sp=/100/773/385/	The Herald \| HeraldOnline.com \(press release\)	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.heraldonline.com	1398106404509
144736	Birch Communications adds Cbeyond to its fold in $323M deal	http://www.fiercetelecom.com/story/birch-communications-adds-cbeyond-its-fold-323m-deal/2014-04-21	FierceTelecom	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.fiercetelecom.com	1398106404765
144737	Atlanta tech companies combining for $323 million in cash	http://www.ajc.com/news/business/atlanta-tech-companies-combining-for-323-million-i/nfdy3/	Atlanta Journal Constitution	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.ajc.com	1398106404955
144738	Birch acquires Cbeyond for $320M	http://www.bizjournals.com/atlanta/blog/atlantech/2014/04/birch-acquires-cbeyond-for-230.html	Atlanta Business Chronicle \(blog\)	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.bizjournals.com	1398106405222
144739	Stocks Hitting 52-Week Highs	http://www.benzinga.com/news/14/04/4483770/stocks-hitting-52-week-highs	Benzinga	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.benzinga.com	1398106405411
144740	Cbeyond Inc. (CBEY) Has Soared To A New High On Merger News	http://www.rttnews.com/2304220/cbeyond-inc-cbey-has-soared-to-a-new-high-on-merger-news.aspx	RTT News	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.rttnews.com	1398106405617
144741	Atlanta-based Cbeyond being acquired in $323M deal	http://wraltechwire.com/atlanta-based-cbeyond-being-acquired-in-323m-deal/13582000/	WRAL Tech Wire	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	wraltechwire.com	1398106405969
144742	Birch acquiring Cbeyond for $323 million	http://www.ajc.com/news/business/birch-acquiring-cbeyond-for-323-million/nfdzN/	Atlanta Journal Constitution	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.ajc.com	1398106406270
144743	CBEYOND ALERT: Proposed Buyout of Cbeyond, Inc. Being Investigated by  ...	http://www.fortmilltimes.com/2014/04/21/3428182/cbeyond-alert-proposed-buyout.html	Fort Mills Times	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.fortmilltimes.com	1398106406464
144744	Why Cbeyond (CBEY) Stock Is Soaring Monday	http://www.thestreet.com/story/12675843/1/why-cbeyond-cbey-stock-is-soaring-monday.html	TheStreet.com	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.thestreet.com	1398106406671
144745	Birch Communications buying Cbeyond for $323M - KTVN Channel 2 - Reno  ...	http://www.ktvn.com/story/25296890/birch-communications-buying-cbeyond-for-323m	KTVN	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.ktvn.com	1398106406867
144746	Birch Communications buying Cbeyond for approximately $323 million | The  ...	http://www.tribtown.com/view/story/5104508f95074e2ab6d4e6e07ea64e23/US--Birch-Communications-Cbeyond	The Tribune	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.tribtown.com	1398106407168
144747	Birch Communications To Buy Cbeyond For About $323 Mln Cash - Update	http://www.rttnews.com/2304180/birch-communications-to-buy-cbeyond-for-about-323-mln-cash-update.aspx\?type=bn&amp;SimRec=1	RTT News	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.rttnews.com	1398106407395
144748	Birch Communications to acquire Cbeyond for $323 mn, to strengthen SMB biz	http://infotechlead.com/2014/04/21/birch-communications-to-acquire-cbeyond-for-323-mn-to-strengthen-smb-biz-22059	Infotech Lead	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	infotechlead.com	1398106407758
144749	Cbeyond Inc.: Birch Communications to Acquire Cbeyond	http://www.twst.com/update/52623-cbeyond-inc-birch-communications-to-acquire-cbeyond	The Wall Street Transcript	b	d-CakWGApKKwUeMBLJXMa5BDqfz5M	www.twst.com	1398106408043
144750	Bar too low? 5 companies likely to beat earnings estimates	http://americasmarkets.usatoday.com/2014/04/21/bar-too-low-5-companies-likely-to-beat-earnings-estimates/	USA TODAY	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	americasmarkets.usatoday.com	1398106679499
144751	Will Total System (TSS) Miss Estimates This Earnings? - Analyst Blog	http://www.nasdaq.com/article/will-total-system-tss-miss-estimates-this-earnings-analyst-blog-cm345829	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106679690
144752	Can Texas Instruments (TXN) Surprise This Earnings Season? - Analyst Blog	http://www.nasdaq.com/article/can-texas-instruments-txn-surprise-this-earnings-season-analyst-blog-cm345817	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106679933
144753	Will Peabody Energy (BTU) Beat this Earnings? - Analyst Blog	http://www.nasdaq.com/article/will-peabody-energy-btu-beat-this-earnings-analyst-blog-cm345821	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106680122
144754	Will P&G (PG) Disappoint This Earnings Season? - Analyst Blog	http://www.nasdaq.com/article/will-pg-pg-disappoint-this-earnings-season-analyst-blog-cm345814	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106680315
144755	Can Flowserve (FLS) Surprise This Earnings Season? - Analyst Blog	http://www.nasdaq.com/article/can-flowserve-fls-surprise-this-earnings-season-analyst-blog-cm345810	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106680508
144756	Will Travelers (TRV) Disappoint This Earnings Season? - Analyst Blog	http://www.nasdaq.com/article/will-travelers-trv-disappoint-this-earnings-season-analyst-blog-cm345827	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106680843
144757	Will Rogers Communications (RCI) Disappoint This Earnings Season?	http://www.zacks.com/stock/news/130462/will-rogers-communications-rci-disappoint-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106681045
144758	Is Apple (AAPL) Poised to Beat Earnings Estimates? - Analyst Blog	http://www.nasdaq.com/article/is-apple-aapl-poised-to-beat-earnings-estimates-analyst-blog-cm345759	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106681291
144759	Will CR Bard (BCR) Miss Earnings Estimates? - Analyst Blog	http://www.nasdaq.com/article/-will-cr-bard-bcr-miss-earnings-estimates-analyst-blog-cm345768	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106681498
144760	Can Omnicom Group (OMC) Surprise This Earnings Season? - Analyst Blog	http://www.nasdaq.com/article/can-omnicom-group-omc-surprise-this-earnings-season-analyst-blog-cm345770	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106681787
144761	Is Juniper Networks (JNPR) Poised to Beat Estimates? - Analyst Blog	http://www.nasdaq.com/article/is-juniper-networks-jnpr-poised-to-beat-estimates-analyst-blog-cm345772	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106682014
144762	Will Noble Energy (NBL) Disappoint this Quarter? - Analyst Blog	http://www.nasdaq.com/article/will-noble-energy-nbl-disappoint-this-quarter-analyst-blog-cm345754	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106682214
144763	Girls Category Sales Drive Hasbro's Q1 Earnings - Analyst Blog	http://www.nasdaq.com/article/girls-category-sales-drive-hasbros-q1-earnings-analyst-blog-cm345747	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106682406
144764	Will Comcast (CMCSA) Miss Earnings Estimates This Quarter?	http://www.zacks.com/stock/news/130460/will-comcast-cmcsa-miss-earnings-estimates-this-quarter	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106682689
144765	Will Supervalu (SVU) Beat Earnings this Quarter?	http://www.zacks.com/stock/news/130461/will-supervalu-svu-beat-earnings-this-quarter	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106682873
144766	Can MKS Instruments (MKSI) Keep the Earnings Streak Alive?	http://www.zacks.com/stock/news/130458/can-mks-instruments-mksi-keep-the-earnings-streak-alive	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106683125
144767	Can Flowserve (FLS) Surprise This Earnings Season?	http://www.zacks.com/stock/news/130456/can-flowserve-fls-surprise-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106683309
144768	Will Pamp;G (PG) Disappoint This Earnings Season?	http://www.zacks.com/stock/news/130455/will-pg-pg-disappoint-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106683502
144769	Will Gilead (GILD) Beat Q1 Earnings? - Analyst Blog	http://www.nasdaq.com/article/will-gilead-gild-beat-q1-earnings-analyst-blog-cm345718	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106683771
144770	Will Facebook (FB) Miss Earnings Estimates? - Analyst Blog	http://www.nasdaq.com/article/will-facebook-fb-miss-earnings-estimates-analyst-blog-cm345721	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106683973
144771	Can Texas Instruments (TXN) Surprise This Earnings Season?	http://www.zacks.com/stock/news/130454/can-texas-instruments-txn-surprise-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106684316
144772	Will Peabody Energy (BTU) Beat this Earnings?	http://www.zacks.com/stock/news/130451/will-peabody-energy-btu-beat-this-earnings	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106684492
144773	Is Prologis (PLD) Poised to Beat Earnings Estimates? - Analyst Blog	http://www.nasdaq.com/article/is-prologis-pld-poised-to-beat-earnings-estimates-analyst-blog-cm345709	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106684719
144774	Will Praxair (PX) Post Upbeat Results This Quarter? - Analyst Blog	http://www.nasdaq.com/article/will-praxair-px-post-upbeat-results-this-quarter-analyst-blog-cm345702	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106684912
144775	Will EMC Corp. (EMC) Beat Earnings Estimates? - Analyst Blog	http://www.nasdaq.com/article/will-emc-corp-emc-beat-earnings-estimates-analyst-blog-cm345715	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106685106
144776	Can Delta (DAL) Keep the Earnings Streak Alive? - Analyst Blog	http://www.nasdaq.com/article/can-delta-dal-keep-the-earnings-streak-alive-analyst-blog-cm345712	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106685300
144777	Will Travelers (TRV) Disappoint This Earnings Season?	http://www.zacks.com/stock/news/130449/will-travelers-trv-disappoint-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106685705
144778	Will Total System (TSS) Miss Estimates This Earnings?	http://www.zacks.com/stock/news/130448/will-total-system-tss-miss-estimates-this-earnings	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106685957
144779	Will Noble Energy (NBL) Disappoint this Quarter?	http://www.zacks.com/stock/news/130446/will-noble-energy-nbl-disappoint-this-quarter	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106686159
144780	Girls Category Sales Drive Hasbros Q1 Earnings	http://www.zacks.com/stock/news/130447/girls-category-sales-drive-hasbros-q1-earnings	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106686366
144781	Watsco (WSO) Soars: Stock Rises 5.4% - Tale of the Tape	http://www.nasdaq.com/article/watsco-wso-soars-stock-rises-54-tale-of-the-tape-cm345687	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106686640
144782	Stock Market News for April 21, 2014 - Market News	http://www.nasdaq.com/article/stock-market-news-for-april-21-2014-market-news-cm345677	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106686825
144783	Is Apple (AAPL) Poised to Beat Earnings Estimates?	http://www.zacks.com/stock/news/130445/is-apple-aapl-poised-to-beat-earnings-estimates	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106687057
144784	Triangle Petroleum (TPLM) Worth Watching: Stock Rises 10.1% - Tale of the Tape	http://www.nasdaq.com/article/triangle-petroleum-tplm-worth-watching-stock-rises-101-tale-of-the-tape-cm345683	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106687249
144785	Company News for April 21, 2014 - Corporate Summary	http://www.nasdaq.com/article/company-news-for-april-21-2014-corporate-summary-cm345678	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106687458
144786	Will CR Bard (BCR) Miss Earnings Estimates?	http://www.zacks.com/stock/news/130444/will-cr-bard-bcr-miss-earnings-estimates	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106687689
144787	Can Omnicom Group (OMC) Surprise This Earnings Season?	http://www.zacks.com/stock/news/130443/can-omnicom-group-omc-surprise-this-earnings-season	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106687882
144788	Watsco Earnings Outperform, Shares Up - Analyst Blog	http://www.nasdaq.com/article/watsco-earnings-outperform-shares-up-analyst-blog-cm345674	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106688075
144789	athenahealth Misses, Sees Q1 Loss - Analyst Blog	http://www.nasdaq.com/article/athenahealth-misses-sees-q1-loss-analyst-blog-cm345672	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106688293
144790	Lower Provisions Drive SunTrust Q1 Earnings - Analyst Blog	http://www.nasdaq.com/article/lower-provisions-drive-suntrust-q1-earnings-analyst-blog-cm345673	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106688712
144791	PrivateBancorp Reports Upbeat Q1 Earnings - Analyst Blog	http://www.nasdaq.com/article/privatebancorp-reports-upbeat-q1-earnings-analyst-blog-cm345675	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106689180
144792	Is Juniper Networks (JNPR) Poised to Beat Estimates?	http://www.zacks.com/stock/news/130442/is-juniper-networks-jnpr-poised-to-beat-estimates	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106689367
144793	Can Delta (DAL) Keep the Earnings Streak Alive?	http://www.zacks.com/stock/news/130437/can-delta-dal-keep-the-earnings-streak-alive	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106689859
144794	Will EMC Corp. (EMC) Beat Earnings Estimates?	http://www.zacks.com/stock/news/130436/will-emc-corp-emc-beat-earnings-estimates	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106690044
144795	Will Praxair (PX) Post Upbeat Results This Quarter?	http://www.zacks.com/stock/news/130440/will-praxair-px-post-upbeat-results-this-quarter	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106690262
144796	Is Prologis (PLD) Poised to Beat Earnings Estimates?	http://www.zacks.com/stock/news/130438/is-prologis-pld-poised-to-beat-earnings-estimates	Zacks.com	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.zacks.com	1398106690447
144797	Knoll (KNL) Jumps: Stock Rises 8.7% - Tale of the Tape	http://www.nasdaq.com/article/knoll-knl-jumps-stock-rises-87-tale-of-the-tape-cm345657	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106690640
144798	Leidos (LDOS): Moving Average Crossover Spotted - Tale of the Tape	http://www.nasdaq.com/article/leidos-ldos-moving-average-crossover-spotted-tale-of-the-tape-cm345661	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106690935
144799	Neonode (NEON) Jumps: Stock Rises 8.6% - Tale of the Tape	http://www.nasdaq.com/article/neonode-neon-jumps-stock-rises-86-tale-of-the-tape-cm345652	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106691293
144800	Spansion (CODE) in Focus: Stock Moves 5.1% Higher - Tale of the Tape	http://www.nasdaq.com/article/spansion-code-in-focus-stock-moves-51-higher-tale-of-the-tape-cm345648	NASDAQ	b	dduyaODfSGF7D2MrfaOACcGeGh8GM	www.nasdaq.com	1398106691503
