80501	Poll Result Could Cause Market 'Turmoil': RBI Governor	http://www.indiawest.com/news/17972-poll-result-could-cause-market-turmoil--rbi-governor.html	India West	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.indiawest.com	1396430680201
80516	Raghuram Rajan led-RBI allows foreign investors to hedge currency risks	http://www.financialexpress.com/news/raghuram-rajan-ledrbi-allows-foreign-investors-to-hedge-currency-risks/1237376	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430683687
80517	India to Widen Scope for Currency Hedging by Foreign Investors	http://www.businessweek.com/news/2014-04-01/india-to-widen-scope-for-currency-hedging-by-foreign-investors	Businessweek	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businessweek.com	1396430684048
80518	Rajan: turmoil in mkts if polls deliver unstable govt	http://www.ptinews.com/news/4562167_Rajan--turmoil-in-mkts-if-polls-deliver-unstable-govt-.html	Press Trust of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.ptinews.com	1396430684239
80519	Raghuram Rajan warns state-run banks against year-end window-dressing	http://www.dnaindia.com/money/report-raghuram-rajan-warns-state-run-banks-against-year-end-window-dressing-1974204	Daily News \& Analysis	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.dnaindia.com	1396430684415
80520	Indian rupee: USD/INR slips below 60 after no-change from RBI	http://invezz.com/news/forex/10063-indian-rupee-usd-inr-slips-below-60-after-no-change-from-rbi	iNVEZZ	b	d80TjEemAhW18OMzRFagYuDvsaiVM	invezz.com	1396430684600
80521	RBI should have cut rates to revive growth: India Inc	http://profit.ndtv.com/news/economy/article-rbi-should-have-cut-rates-to-revive-growth-india-inc-384387	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430684964
80522	India keeps interest rates unchanged	http://www.thefinancialexpress-bd.com/2014/04/01/26469	Financial Express Bangladesh	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thefinancialexpress-bd.com	1396430685148
80523	Granting of new bank licences not a political process: Raghuram Rajan	http://www.india.com/business/granting-of-new-bank-licences-not-a-political-process-raghuram-rajan-31582/	India.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.india.com	1396430685400
80524	Granting of new bank licences not a political process: RBI	http://www.mumbaimirror.com/news/business/Granting-of-new-bank-licences-not-a-political-process-RBI/articleshow/33072591.cms	Mumbai Mirror	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.mumbaimirror.com	1396430685826
80525	RBI's decision to reduce overnight repo limits help liquidity management: ICRA	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401135059717&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430686162
80526	RBI sounded cautious on economic outlook: Sonal Varma	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401133934715&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430686355
80527	RBI retains key rates: What experts say	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401134517717&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430686581
80528	Reserve Bank leaves key policy rates unchanged	http://english.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/contentView.do\?contentId=16514595&amp;tabId=1&amp;programId=11565538	Manoramaonline	b	d80TjEemAhW18OMzRFagYuDvsaiVM	english.manoramaonline.com	1396430686908
80529	Rajan delivers no surprises, holds interest rates	http://english.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/contentView.do\?contentId=16514515&amp;programId=1073750974&amp;tabId=1&amp;contentType=EDITORIAL	Manoramaonline	b	d80TjEemAhW18OMzRFagYuDvsaiVM	english.manoramaonline.com	1396430687202
80530	RBI monetary policy review: Rajan delivers no surprises, says current policy rate  ...	http://post.jagran.com/rbi-monetary-policy-review-rajan-delivers-no-surprises-says-current-policy-rate-appropriately-set-1396324187	Jagran Post	b	d80TjEemAhW18OMzRFagYuDvsaiVM	post.jagran.com	1396430687412
80531	India's Reserve Bank leaves policy rates unchanged	http://www.khaleejtimes.com/kt-article-display-1.asp\?xfile=data/internationbusiness/2014/April/internationbusiness_April5.xml&amp;section=internationbusiness	Khaleej Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.khaleejtimes.com	1396430687638
80532	RBI keeps policy rates unchanged	http://www.domain-b.com/economy/general/20140401_raghuram_rajan.html	domain-B	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.domain-b.com	1396430687998
80533	India's Central Bank Keeps Rates Steady	http://www.rttnews.com/2295563/india-s-central-bank-keeps-rates-steady.aspx\?type=alleco	RTT News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.rttnews.com	1396430688183
80534	Rajan warns banks against year-end window-dressing	http://www.thehindu.com/business/Economy/rajan-warns-banks-against-yearend-windowdressing/article5858324.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430688359
80535	New banks post EC nod; on-tap permits, special banks soon	http://www.moneycontrol.com/news/economy/new-banks-post-ec-nod-on-tap-permits-special-banks-soon_1061939.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430688544
80536	Why Raghuram Rajan's battle is far from over	http://www.livemint.com/Opinion/3oHKiyc9rFeyZFpZMLHzhL/Why-Raghuram-Rajans-battle-is-far-from-over.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430688963
80537	Allow customers to pre-pay floating rate loans without penalty: RBI	http://www.thehindubusinessline.com/economy/policy/allow-customers-to-prepay-floating-rate-loans-without-penalty-rbi/article5858248.ece	Hindu Business Line	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindubusinessline.com	1396430689165
80538	Rajan leaves key rate unchanged	http://www.telegraphindia.com/1140401/jsp/frontpage/story_18142217.jsp	Calcutta Telegraph	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.telegraphindia.com	1396430689366
80539	India keeps rates on hold ahead of polls	http://www.skynews.com.au/businessnews/article.aspx\?id=963312	Sky News Australia	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.skynews.com.au	1396430689593
80540	RBI asks banks not to levy penalty on savings account	http://businesstoday.intoday.in/story/rbi-leaves-repo-rate-crr-unchanged-raghuram-rajan/1/204781.html	Business Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	businesstoday.intoday.in	1396430690087
80541	Reserve Bank of India (RBI) leaves key policy rates unchanged	http://www.mizonews.net/economy/reserve-bank-of-india-rbi-leaves-key-policy-rates-unchanged/	Mizo News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.mizonews.net	1396430690322
80542	India's Central Bank Keeps Rates On Hold	http://www.rttnews.com/2295497/india-s-central-bank-keeps-rates-on-hold.aspx\?type=aeco	RTT News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.rttnews.com	1396430690523
80543	Relief for consumers as RBI scraps minimum balance penalty	http://www.business-standard.com/article/finance/relief-for-consumers-as-rbi-scraps-minimum-balance-penalty-114040100353_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430690756
80544	5 concerns Raghuram Rajan has about India	http://www.business-standard.com/article/economy-policy/five-concerns-raised-by-rajan-114040100385_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430690992
80545	Rajan Leaves India Key Rate Unchanged as Inflation Eases (1)	http://www.businessweek.com/news/2014-04-01/rajan-leaves-india-benchmark-rate-unchanged-as-inflation-eases	Businessweek	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businessweek.com	1396430691179
80546	RBI may hold interest rates for now, but tightening cycle isn't over	http://www.livemint.com/Opinion/RpdMsYvduzcSxQP4M9GjoN/Status-quo-for-now-but-tightening-cycle-not-over-yet.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430691372
80547	RBI holds repo rate at 8%, rules out further hike if inflation keeps falling	http://origin-www.livemint.com/Politics/HC69xIW4gp8fvVAPCMuiCL/RBI-keeps-repo-rate-unchanged-at-8-on-easing-inflation.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	origin-www.livemint.com	1396430691565
80548	RBI keeps key policy rates unchanged; pegs growth for 2014-15 at 5.5  ...	http://www.business-standard.com/article/news-ani/rbi-keeps-key-policy-rates-unchanged-pegs-growth-for-2014-15-at-5-5-update-rbi-114040100367_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430691782
80549	Rajan Leaves India Key Rate Unchanged as Inflation Eases	http://www.bloomberg.com/news/2014-04-01/rajan-leaves-india-benchmark-rate-unchanged-as-inflation-eases.html	Bloomberg	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.bloomberg.com	1396430692072
80550	RBI keeps repo, CRR, and other key rates unchanged	http://www.moneylife.in/article/rbi-keeps-repo-crr-and-other-key-rates-unchanged/36910.html	Moneylife	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneylife.in	1396430692273
80551	RBI leaves repo rate on hold at 8%, as expected	http://www.deccanchronicle.com/140401/business-latest/article/rbi-leaves-repo-rate-hold-8-percent-expected	Deccan Chronicle	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.deccanchronicle.com	1396430692459
80552	RBI keeps repo rate unchanged at 8%, CRR at 4%	http://netindian.in/news/2014/04/01/00028697/rbi-keeps-repo-rate-unchanged-8-crr-4	NetIndian	b	d80TjEemAhW18OMzRFagYuDvsaiVM	netindian.in	1396430692639
80553	Rajan delivers no surprises; leaves repo rate, CRR unchanged	http://post.jagran.com/rajan-delivers-no-surprises-leaves-repo-rate-crr-unchanged-1396324187	Jagran Post	b	d80TjEemAhW18OMzRFagYuDvsaiVM	post.jagran.com	1396430692924
80554	RBI governor Rajan delivers no surprises, holds interest rates	http://www.india.com/business/rbi-governor-rajan-delivers-no-surprises-holds-interest-rates-31452/	India.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.india.com	1396430693167
80555	RBI keeps short-term lending (repo) rate unchanged at 8 pc	http://www.orissadiary.com/CurrentNews.asp\?id=48937	Orissadiary.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.orissadiary.com	1396430693360
80556	RBI Guv Raghuram Rajan says current policy rate appropriately set	http://www.financialexpress.com/news/rbi-guv-raghuram-rajan-says-current-policy-rate-appropriately-set/1237319	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430693578
80557	RBI keeps repo rate unchanged at 8% in monetary policy review	http://www.business-standard.com/article/news-ani/rbi-keeps-repo-rate-unchanged-at-8-in-monetary-policy-review-114040100320_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430693797
80558	Monetary Policy: RBI keeps policy rates, CRR unchanged	http://www.moneycontrol.com/news/economy/rbi-keeps-policy-rates-crr-unchanged_1061776.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430693980
80559	Monetray Policy: RBI keeps policy rates, CRR unchanged	http://www.moneycontrol.com/news/economy/monetray-policy-rbi-keeps-policy-rates-crr-unchanged_1061776.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430694325
80560	RBI maintains status quo on policy rates at first bi-monthly monetary policy review	http://www.business-standard.com/article/news-cm/rbi-maintains-status-quo-on-policy-rates-at-first-bi-monthly-monetary-policy-review-114040100300_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430694640
80561	RBI leaves interest rates unchanged	http://timesofindia.indiatimes.com/business/india-business/RBI-leaves-interest-rates-unchanged/articleshow/33062326.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430694841
80562	RBI voices concern over LS polls, keeps key policy rates unchanged	http://www.hindustantimes.com/business-news/rbi-voices-concern-over-poll-outcome-keeps-key-policy-rates-unchanged/article1-1202856.aspx	Hindustan Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.hindustantimes.com	1396430695434
80563	No change in interest rates, polls ahead	http://indiatoday.intoday.in/story/rbi-keeps-repo-rate-unchanged-ahead-of-polls/1/352239.html	India Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	indiatoday.intoday.in	1396430695632
80564	RBI monetary policy review: Rajan delivers no surprises, holds interest rates	http://www.thehindubusinessline.com/economy/policy/rbi-leaves-key-rates-unchanged/article5857861.ece	Hindu Business Line	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindubusinessline.com	1396430695825
80565	RBI leaves repo rate on hold at 8 percent, as expected	http://www.business-standard.com/article/reuters/rbi-leaves-repo-rate-on-hold-at-8-percent-as-expected-114040100273_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430696043
80566	RBI leaves key policy rates unchanged	http://www.daijiworld.com/news/news_disp.asp\?n_id=226309	Daijiworld.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.daijiworld.com	1396430696349
80567	India central bank leaves interest rates unchanged	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140401&amp;id=17483234	MSN Money	b	d80TjEemAhW18OMzRFagYuDvsaiVM	money.msn.com	1396430696595
80568	Raghuram Rajan says current policy rate appropriately set	http://zeenews.india.com/business/news/finance/raghuram-rajan-says-current-policy-rate-appropriately-set_97139.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430696823
80569	India cbank chief says current policy rate appropriately set	http://in.reuters.com/article/2014/04/01/india-cenbank-rajan-idINI8N0M900H20140401	Reuters	b	d80TjEemAhW18OMzRFagYuDvsaiVM	in.reuters.com	1396430697016
80570	RBI likely to keep policy rate unchanged, voice caution	http://timesofindia.indiatimes.com/business/india-business/RBI-likely-to-keep-policy-rate-unchanged-voice-caution/articleshow/33056879.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430697348
80571	RBI keeps repo rates unchanged at 8%	http://www.thehindu.com/business/Economy/rbi-keeps-repo-rates-unchanged-at-8/article5857948.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430697691
80572	RBI keeps repo rate unchanged at 8 per cent	http://www.thehindu.com/business/Economy/rbi-keeps-repo-rate-unchanged-at-8-per-cent/article5857948.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430697901
80573	As Expected, RBI Leaves Repo Rate, CRR Unchanged	http://www.businessworld.in/news/economy/as-expected-rbi-leaves-repo-rate-crr-unchanged/1312606/page-1.html	Businessworld	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businessworld.in	1396430698077
80574	India's Central Bank Keeps Policy Rate Unchanged at 8%	http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-496876/	Wall Street Journal	b	d80TjEemAhW18OMzRFagYuDvsaiVM	stream.wsj.com	1396430698346
80575	Banking shares mixed after RBI keeps rates unchanged	http://www.business-standard.com/article/markets/banking-shares-mixed-after-rbi-keeps-rates-unchanged-114040100240_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430698515
80576	Full text: First 2014-15 bi-monthly Monetary Policy Statement	http://ibnlive.in.com/news/full-text-first-201415-bimonthly-monetary-policy-statement/461734-7.html	IBNLive	b	d80TjEemAhW18OMzRFagYuDvsaiVM	ibnlive.in.com	1396430698711
80577	RBI keeps lending rates unchanged	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401110653717&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430698963
80578	Key highlights: Raghuram Rajan holds rates in RBI's first bi-monthly review	http://businesstoday.intoday.in/story/rbi-monetary-policy-review-raghuram-rajan-holds-key-rates/1/204772.html	Business Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	businesstoday.intoday.in	1396430699315
80579	Banking shares mixed bag after RBI keeps rates unchanged	http://www.business-standard.com/article/markets/banking-shares-mixed-bag-after-rbi-keeps-rates-unchanged-114040100240_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430699500
80580	No easing of home loan EMIs, RBI holds rate	http://www.moneyguruindia.com/article.php\?cid=6868&amp;id=2	MoneyGuru India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneyguruindia.com	1396430699692
80581	RBI offers no respite to borrowers; keeps rates unchanged	http://zeenews.india.com/business/news/finance/rbi-offers-no-respite-to-borrowers-keeps-rates-unchanged_97138.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430699878
80582	RBI keeps rates unchanged in its first bi-monthly policy review	http://www.business-standard.com/article/economy-policy/rbi-keeps-rates-unchanged-in-its-first-bi-monthly-policy-review-114040100216_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430700063
80583	No rate hike if inflation continues to ease: Raghuram Rajan	http://profit.ndtv.com/news/economy/article-no-rate-hike-if-inflation-continues-to-ease-raghuram-rajan-384359	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430700381
80584	RBI's monetary policy review: Live Updates	http://economictimes.indiatimes.com/rbis-monetary-policy-review-live-updates/liveblog/33061323.cms	Economic Times \(blog\)	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430700615
80585	RBI May Keep Rates Unchanged	http://www.siliconindia.com/finance/news/RBI-May-Keep-Rates-Unchanged-nid-163802.html	Siliconindia.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.siliconindia.com	1396430700843
80586	No respite for borrowers; RBI keeps rates unchanged	http://zeenews.india.com/business/news/finance/no-respite-for-borrowers-rbi-keeps-rates-unchanged_97138.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430701060
80587	Rupee below 60/dollar, but further rise unlikely: analysts	http://profit.ndtv.com/news/forex/article-rupee-below-60-dollar-but-further-rise-unlikely-analysts-384253	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430701412
80588	RBI to announce monetary policy today; status quo expected	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401085201199&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430701655
80589	RBI likely to keep key interest rates unchanged	http://zeenews.india.com/business/news/finance/rbi-likely-to-keep-policy-rate-unchanged_97130.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430701898
80590	RBI may keep policy rate unchanged, voices caution	http://www.business-standard.com/article/economy-policy/rbi-may-keep-policy-rate-unchanged-voices-caution-114040100103_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430702222
80591	RBI to keep rates on hold on April 1	http://www.deccanchronicle.com/140401/business-latest/article/rbi-keep-rates-hold-april-1	Deccan Chronicle	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.deccanchronicle.com	1396430702415
80592	India seen keeping rates steady despite cooling prices	http://www.globalpost.com/dispatch/news/afp/140331/india-seen-keeping-rates-steady-despite-cooling-prices	GlobalPost	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.globalpost.com	1396430702591
80593	FM defends RBI decision to refer issue to poll panel	http://www.business-standard.com/article/finance/fm-defends-rbi-decision-to-refer-issue-to-poll-panel-114033101045_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430702784
80594	No decision yet on new bank licences by RBI: EC	http://www.mydigitalfc.com/news/no-decision-yet-new-bank-licences-rbi-ec-582	mydigitalfc.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.mydigitalfc.com	1396430703415
80595	No decision by Election Commission yet on new bank licences: report	http://profit.ndtv.com/news/industries/article-no-decision-by-election-commission-yet-on-new-bank-licences-report-384314	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430703596
80596	P. Chidambaram: PetrolMin, RBI too cautious on sounding out EC over gas price  ...	http://www.financialexpress.com/news/p.-chidambaram-petrolmin-rbi-too-cautious-on-sounding-out-ec-over-gas-price-hike-new-bank-permits/1237162	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430703790
80597	Crisil sees no room for rate cut on stick core inflation	http://www.financialexpress.com/news/crisil-sees-no-room-for-rate-cut-on-stick-core-inflation/1237119	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430703975
80598	RBI wants govt to reduce stake in state-run banks	http://www.business-standard.com/article/finance/rbi-wants-govt-to-reduce-stake-in-state-run-banks-114033100799_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430704193
80599	Crisil says no room for rate cut by RBI anytime soon	http://profit.ndtv.com/news/economy/article-crisil-says-no-room-for-rate-cut-by-rbi-anytime-soon-384300	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430704399
80600	RBI likely to maintain status quo in monetary policy tomorrow	http://timesofindia.indiatimes.com/business/india-business/RBI-likely-to-maintain-status-quo-in-monetary-policy-tomorrow/articleshow/33020719.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430704633
