80301	What you need to know before the US open	http://www.cityam.com/blog/1396270809/what-you-need-know-us-open	CITY A.M. \(blog\)	b	dX8YvMGOFW4FIcMxQOAxjMru4LN7M	www.cityam.com	1396429623543
80358	RBI gets EC nod for granting bank licences	http://www.thehindu.com/business/Economy/rbi-gets-ec-nod-for-granting-bank-licences/article5859072.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430644087
80359	No change in EMIs as RBI puts rates on hold	http://www.tribuneindia.com/2014/20140402/main1.htm	Chandigarh Tribune	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.tribuneindia.com	1396430644295
80360	RBI proposal may pinch customers more: Banks	http://timesofindia.indiatimes.com/Business/India-Business/RBI-proposal-may-pinch-customers-more-Banks/articleshow/33092007.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430644530
80361	Maintaining the status quo	http://www.thehindu.com/opinion/editorial/maintaining-the-status-quo/article5859603.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430644775
80362	EC paves way for RBI to grant new bank licences	http://freepressjournal.in/ec-paves-way-for-rbi-to-grant-new-bank-licences-2/	Free Press Journal	b	d80TjEemAhW18OMzRFagYuDvsaiVM	freepressjournal.in	1396430644977
80363	EMIs Unlikely to Rise As RBI Leaves Rates Unchanged	http://www.newindianexpress.com/business/news/EMIs-Unlikely-to-Rise-As-RBI-Leaves-Rates-Unchanged/2014/04/02/article2144035.ece	The New Indian Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.newindianexpress.com	1396430645216
80364	Chairman, State Bank of India	http://www.business-standard.com/article/finance/bs-jury-114040200073_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430645393
80365	India leaves rates on hold; election, monsoon in focus	http://www.dailytimes.com.pk/region/02-Apr-2014/india-leaves-rates-on-hold-election-monsoon-in-focus	Daily Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.dailytimes.com.pk	1396430645670
80366	We shouldn't be bailing out banking system	http://www.financialexpress.com/news/we-shouldn-t-be-bailing-out-banking-system/1237497	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430646144
80367	No fine on zero balance a/c	http://www.deccanchronicle.com/140402/business-latest/article/no-fine-zero-balance-ac	Deccan Chronicle	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.deccanchronicle.com	1396430646344
80368	Supply-side issues likely to keep food inflation high: Naresh Takkar	http://www.business-standard.com/article/finance/supply-side-issues-likely-to-keep-food-inflation-high-naresh-takkar-114040200060_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430646536
80369	Finger on pause button, eye on inflation	http://www.financialexpress.com/news/finger-on-pause-button-eye-on-inflation/1237548	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430646729
80370	A most appropriate step: Prabal Banerjee	http://www.business-standard.com/article/finance/a-most-appropriate-step-prabal-banerjee-114040200058_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430647248
80371	RBI pause a right step: Indranil SenGupta	http://www.business-standard.com/article/finance/rbi-pause-a-right-step-indranil-sengupta-114040200061_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430647450
80372	Risks to CPI inflation outlook more on the upside	http://www.moneyguruindia.com/article.php\?cid=6880&amp;id=11&amp;sid=27	MoneyGuru India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneyguruindia.com	1396430647635
80373	RBI gets green signal to issue bank licences	http://www.business-standard.com/article/finance/rbi-gets-green-signal-to-issue-bank-licences-114040200052_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430647828
80374	RBI adopts new CPI as key measure of inflation	http://www.thehindu.com/business/Economy/rbi-adopts-new-cpi-as-key-measure-of-inflation/article5859713.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430648171
80375	Inflation control RBI's priority, says India Inc	http://www.business-standard.com/article/finance/inflation-control-rbis-priority-india-inc-114040100960_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430648344
80376	Reserve Bank steps in to shore up long-term liquidity	http://www.thehindu.com/business/Economy/reserve-bank-steps-in-to-shore-up-longterm-liquidity/article5859711.ece	The Hindu	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindu.com	1396430648521
80377	Inflation-warrior Rajan hits the pause button on interest rates	http://www.business-standard.com/article/finance/inflation-warrior-rajan-hits-the-pause-button-on-interest-rates-114040100958_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430648814
80378	Limited scope ahead for monetary policy easing	http://www.moneyguruindia.com/article.php\?cid=6878&amp;id=11&amp;sid=27	MoneyGuru India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneyguruindia.com	1396430649091
80379	IDFC, Bandhan may get bank licence	http://timesofindia.indiatimes.com/business/india-business/IDFC-Bandhan-may-get-bank-licence/articleshow/33091685.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430649267
80380	No change in EMIs likely, as RBI keeps interest rate on hold	http://www.greaterkashmir.com/news/2014/Apr/2/no-change-in-emis-likely-as-rbi-keeps-interest-rate-on-hold-30.asp	GreaterKashmir.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.greaterkashmir.com	1396430649527
80381	RBI chief cautious, sees brighter future	http://www.deccanchronicle.com/140402/commentary-dc-comment/article/rbi-chief-cautious-sees-brighter-future	Deccan Chronicle	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.deccanchronicle.com	1396430649748
80382	Post-poll Budget key to rates: Raghuram Rajan	http://timesofindia.indiatimes.com/Business/India-Business/Post-poll-Budget-key-to-rates-Raghuram-Rajan/articleshow/33091597.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430649926
80383	RBI allows foreign investors to hedge currency risk in India	http://www.livemint.com/Money/FBOXJIZNO1l2SAtPYfBDDO/RBI-allows-foreign-investors-to-hedge-currency-risk.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430650244
80384	Shift to income funds and gilt funds after RBI policy stance	http://www.moneyguruindia.com/article.php\?cid=6876&amp;id=3	MoneyGuru India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneyguruindia.com	1396430650462
80385	Steps to make RBI's monetary policy transparent	http://www.livemint.com/Opinion/lTlsS6NipFcQ87DOxurRKM/Steps-to-make-RBIs-monetary-policy-transparent.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430650639
80386	RBI's monetary policy: Beyond a clinical approach	http://www.livemint.com/Opinion/F5gEk1FmkRngebaSQJ8ptJ/RBIs-monetary-policy-Beyondaclinical-approach.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430650857
80387	RBI may not cut rates this financial year	http://www.moneyguruindia.com/article.php\?cid=6875&amp;id=2	MoneyGuru India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneyguruindia.com	1396430651272
80388	A new monetary policy structure	http://www.livemint.com/Opinion/nMhy7Boh4J0SEBVjvSPo6L/A-new-monetary-policy-structure.html	Livemint	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.livemint.com	1396430651560
80389	Apex bank adopts retail inflation as anchor	http://www.business-standard.com/article/finance/apex-bank-adopts-retail-inflation-as-anchor-114040200017_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430651750
80390	SLR cut hinges on fiscal correction push under new government: Reserve Bank	http://profit.ndtv.com/news/economy/article-slr-cut-hinges-on-fiscal-correction-push-under-new-government-reserve-bank-384455	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430652047
80391	RBI keeps rates unchanged; factors in recent decline in inflation: Sunil Godhwani	http://www.business-standard.com/article/finance/rbi-keeps-rates-unchanged-factors-in-recent-decline-in-inflation-sunil-godhwani-114040200019_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430652256
80392	RBI should not be bailing out banks with liquidity infusion: Raghuram Rajan	http://www.business-standard.com/article/finance/rbi-should-not-be-bailing-out-banks-with-liquidity-infusion-raghuram-rajan-114040100776_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430652539
80393	RBI allows foreign investors to hedge currency risks	http://profit.ndtv.com/news/forex/article-rbi-allows-foreign-investors-to-hedge-currency-risks-384395	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430652723
80394	RBI keeps key policy rates unchanged	http://www.indiatvnews.com/business/india/breaking-news-rbi-rates-april--11026.html	indiatvnews.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.indiatvnews.com	1396430652916
80395	No change in EMIs likely, RBI keeps interest rate on hold	http://www.kashmirtimes.com/newsdet.aspx\?q=30612	Kashmir Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.kashmirtimes.com	1396430653147
80396	Bank proposes no minimum balance penalty	http://www.business-standard.com/article/finance/bank-proposes-no-minimum-balance-penalty-114040100353_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430653365
80397	EC allows RBI to issue new bank licenses	http://english.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/contentView.do\?channelId=&amp;contentId=16516815&amp;programId=1073750974&amp;tabId=1&amp;contentType=EDITORIAL	Manoramaonline	b	d80TjEemAhW18OMzRFagYuDvsaiVM	english.manoramaonline.com	1396430653682
80398	No penalty for bank balance below minimum limit: RBI to banks	http://www.morungexpress.com/business/113465.html	MorungExpress	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.morungexpress.com	1396430653884
80399	RBI leaves rates on hold ahead of polls	http://www.gulf-times.com/eco.-bus.%20news/256/details/386747/rbi-leaves-rates-on-hold-ahead-of-polls	Gulf Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.gulf-times.com	1396430654111
80400	RBI warns against unstable Govt	http://www.assamtribune.com/scripts/detailsnew.asp\?id=apr0214/at094	Assam Tribune	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.assamtribune.com	1396430654346
