105601	1st 2015 Chevrolet Corvette Z06 to be auctioned to benefit Detroit-based cancer  ...	http://www.greenfieldreporter.com/view/story/08303e68ed2f4bb48befea877a6783b3/MI--Car-Auction-Cancer-Center	Greenfield Daily Reporter	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.greenfieldreporter.com	1397347957454
105645	Marquez grabs pole in return to Austin GP, site of his first MotoGP victory	http://www.timescolonist.com/sports/marquez-grabs-pole-in-return-to-austin-gp-site-of-his-first-motogp-victory-1.953340	Times Colonist	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.timescolonist.com	1397348051498
105646	Marquez storms to Austin pole	http://asia.eurosport.com/moto/marquez-storms-to-austin-pole_sto4212068/story.shtml	Eurosport.com ASIA	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	asia.eurosport.com	1397348051699
105647	Marc Marquez in pole position for Grand Prix of the Americas	http://www.rte.ie/sport/motorsport/motorbikes/2014/0412/608544-marquez-in-pole-position-for-gp-americas/	RTE.ie	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.rte.ie	1397348051892
105648	MotoGP: Marquez continues COTA domination with pole	http://www.racer.com/latest-stories/item/102696-marquez-storms-to-austin-pole	Racer	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.racer.com	1397348052123
105649	Marquez grabs pole in return to Austin GP, site of his first MotoGP victory | The  ...	http://www.tribtown.com/view/story/43281e28e2cf4f7c8c40677dc620fd5a/MOT--Austin-GP	The Tribune	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.tribtown.com	1397348052375
105650	MotoGP: Pole And Lap Record To Marc Marquez	http://www.cyclenews.com/663/24243/Racing-Article/MotoGP--Pole-And-Lap-Record-To-Marc-Marquez.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348052552
105651	Austin MotoGP: Marc Marquez storms to pole in all-Honda front row	http://www.autosport.com/news/report.php/id/113426	autosport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.autosport.com	1397348052737
105652	MotoGP: Marc Marquez On Top Of The World	http://www.cyclenews.com/663/24238/Racing-Article/MotoGP--Marc-Marquez-On-Top-Of-The-World.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348052872
105653	Motorcycling - Marquez completes practice sweep	https://uk.eurosport.yahoo.com/news/motorcycling-marquez-completes-practice-sweep-163629424--spt.html	Yahoo Eurosport UK	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	uk.eurosport.yahoo.com	1397348053040
105654	Marquez completes practice sweep	http://asia.eurosport.com/moto/marquez-completes-practice-sweep_sto4211595/story.shtml	Eurosport.com ASIA	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	asia.eurosport.com	1397348053258
105655	MotoGP: Marquez completes COTA practice sweep	http://www.racer.com/latest-stories/item/102683-marquez-completes-practice-sweep	Racer	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.racer.com	1397348053444
105656	Austin MotoGP: FP3 falls to Marquez, rivals edge closer	http://www.crash.net/motogp/news/202105/1/fp3-falls-to-marquez-rivals-edge-closer.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348053645
105657	Marc Marquez completes domination of Austin MotoGP free practice	http://www.autosport.com/news/report.php/id/113419	autosport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.autosport.com	1397348053864
105658	Does Rossi Have A Damage Control Button On His M1?	http://www.superbikeplanet.com/2014/Apr/140412a.htm	SuperbikePlanet.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.superbikeplanet.com	1397348054060
105659	MotoGP: More Marc Marquez At COTA	http://www.cyclenews.com/663/24236/Racing-Article/MotoGP--More-Marc-Marquez-At-COTA.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348054350
105660	MotoGP: Marc Marquez Fires Opening Shot In Texas	http://www.cyclenews.com/663/24235/Racing-Article/MotoGP--Marc-Marquez-Fires-Opening-Shot-In-Texas.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348054547
105661	Marquez on record pace in Friday Practice at Austin	http://www.motorsport.com/motogp/news/marquez-on-record-pace-in-friday-practice-at-austin/	Motorsport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorsport.com	1397348054740
105662	Yamaha takes to the track in Texas	http://www.motorsport.com/motogp/news/yamaha-takes-to-the-track-in-texas/	Motorsport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorsport.com	1397348054942
105663	Marquez aces Austin practice	http://www.sport24.co.za/Motorsport/Marquez-aces-Austin-practice-20140412	SPORT24	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.sport24.co.za	1397348055235
105664	2014 MotGP, Grand Prix of The Americas Free Practice	http://paddocktalk.com/news/html/story-248042.html	PaddockTalk	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	paddocktalk.com	1397348055411
105665	Uphill Start For Smith And Espargaro In Sunny Texas	http://paddocktalk.com/news/html/story-248037.html	PaddockTalk	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	paddocktalk.com	1397348055680
105666	MotoGP Marc Marquez Shines At Talismanic Texan Track	http://paddocktalk.com/news/html/story-248026.html	PaddockTalk	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	paddocktalk.com	1397348055865
105667	2014 MotoGP: Marquez Tops FP1 and 2, Lorenzo Still Struggles [Photo Gallery]	http://www.autoevolution.com/news/2014-motogp-marquez-tops-fp1-and-2-lorenzo-still-struggles-photo-gallery-79905.html	autoevolution	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.autoevolution.com	1397348056059
105668	MotoGP Update: Circuit Of The Americas, Day 1 World Champion Marc Marquez  ...	http://www.cycleworld.com/2014/04/11/motogp-news-update-circuit-of-the-americas-day-1-free-practice-sessions/	Cycleworld	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cycleworld.com	1397348056252
105669	Marquez in top gear for Austin	http://www.asianage.com/other-sports/marquez-top-gear-austin-090	The Asian Age	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.asianage.com	1397348056536
105670	MotoGP 2014 Grand Prix of the Americas GP: Where to Watch Qualifying Live  ...	http://www.ibtimes.co.uk/motogp-2014-grand-prix-americas-gp-where-watch-qualifying-live-practice-review-austin-1444478	International Business Times UK	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.ibtimes.co.uk	1397348056730
105671	Grand Prix of Americas 2014: Race Schedule, Live Stream Info and Riders to  ...	http://bleacherreport.com/articles/2025749-grand-prix-of-americas-2014-race-schedule-live-stream-info-and-riders-to-watch	Bleacher Report	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	bleacherreport.com	1397348056932
105672	Marquez dominates MotoGP practice	http://timesofindia.indiatimes.com/Sports/Racing/Top-Stories/Marquez-dominates-MotoGP-practice/articleshow/33628329.cms	Times of India	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	timesofindia.indiatimes.com	1397348057142
105673	MotoGP Update: Marc Marquez Talks Style	http://www.cycleworld.com/2014/04/10/motogp-news-update-marc-marquez-talks-style-and-his-on-track-success-with-kevin-cameron/	Cycleworld	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cycleworld.com	1397348057343
105674	Marquez untouchable on Friday in Texas	http://www.bikeland.org/news-story.php\?newsID=75305	Bikeland	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.bikeland.org	1397348057604
105675	Marquez remains fastest on first day at the Red Bull GP of The Americas	http://www.bikeland.org/news-story.php\?newsID=75302	Bikeland	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.bikeland.org	1397348057772
105676	Marquez: "Leg feels much better than it did in Qatar"	http://www.motogp.com/en/news/2014/repsol+honda+review+FP+Austin	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348057970
105677	Motorcycling: Marquez dominates MotoGP practice	http://www.globalpost.com/dispatch/news/afp/140411/motorcycling-marquez-dominates-motogp-practice	GlobalPost	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.globalpost.com	1397348058167
105678	Austin MotoGP: Pedrosa confident of closing gap to Marquez	http://www.crash.net/motogp/news/202061/1/pedrosa-confident-of-closing-gap-to-marquez.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348058360
105679	Austin MotoGP: Lorenzo 'Compared to the Hondas we are struggling'	http://www.crash.net/motogp/news/202057/1/lorenzo-compared-to-the-hondas-we-are-struggling.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348058633
105680	MOTOGP: Marquez seeks more glory	http://www.nst.com.my/sports/racing/motogp-marquez-seeks-more-glory-1.562353	New Straits Times	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.nst.com.my	1397348058821
105681	One-second advantage a 'great surprise' to Marquez	http://www.crash.net/motogp/news/202053/1/onesecond-advantage-a-great-surprise-to-marquez.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348059011
105682	Marc Marquez masterful in Texas	http://www.sportal.com.au/motorsport/news/marquez-masterful-in-texas/1hewpdjxhd9mw1hs6hbil0tegc	Sportal.com.au	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.sportal.com.au	1397348059187
105683	Austin MotoGP: Bradl hopeful of rostrum bid in Texas	http://www.crash.net/motogp/news/202056/1/bradl-hopeful-of-rostrum-bid-in-texas.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348059365
105684	German Bradl looks to put season-opening crash behind him	http://www.statesman.com/news/sports/german-bradl-looks-to-put-season-opening-crash-beh/nfYK9/	Austin American-Statesman	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.statesman.com	1397348059627
105685	Austin MotoGP: Valentino Rossi 'Top three potential'	http://www.crash.net/motogp/news/202055/1/valentino-rossi-top-three-potential.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348060097
105686	Bradl optimistic as first day draws to a close	http://www.motogp.com/en/news/2014/Bradl+optimistic+as+first+day+draws+to+a+close+Austin+FP2+2014	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348060290
105687	Austin-tatious!	http://blogs.motorcyclistonline.com/austin-tatious-41885.html	Motorcyclist Magazine \(blog\)	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	blogs.motorcyclistonline.com	1397348060666
105688	Marc Marquez dominates MotoGP practice for Grand Prix of the Americas	http://www.abc.net.au/news/2014-04-12/marquez-dominates-motogp-practice/5385782	ABC Online	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.abc.net.au	1397348060837
105689	Marquez dominates Texas MotoGP practice	https://au.news.yahoo.com/thewest/sport/a/22579035/marquez-dominates-texas-motogp-practice/	The West Australian	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	au.news.yahoo.com	1397348061064
105690	Marquez takes the early advantage on day one in Austin	http://www.motorsport.com/motogp/news/marquez-takes-the-early-advantage-on-day-one-in-austin/	Motorsport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorsport.com	1397348061273
105691	Motorcycling - MotoGP Austin: Marquez faster again in second session	https://uk.eurosport.yahoo.com/news/motorcycling-marquez-faster-second-session-202429135--spt.html	Yahoo Eurosport UK	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	uk.eurosport.yahoo.com	1397348061908
105692	MotoGP Austin: Marquez faster again in second session	http://au.eurosport.com/moto/motogp-austin-marquez-faster-again-in-second-session_sto4210721/story.shtml	Eurosport.com AU	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	au.eurosport.com	1397348062151
105693	MotoGP: Marquez continues to dominate at COTA	http://www.racer.com/latest-stories/item/102664-marquez-continues-to-dominate	Racer	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.racer.com	1397348062328
105694	Motorcycling - Marquez continues to dominate	https://uk.eurosport.yahoo.com/news/motorcycling-marquez-continues-dominate-204233972--spt.html	Yahoo Eurosport UK	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	uk.eurosport.yahoo.com	1397348062730
105695	MotoGP: Marquez seeks to build on his win in Qatar	http://thepeninsulaqatar.com/sports/motogp/279509/motogp-marquez-seeks-to-build-on-his-win-in-qatar	Peninsula On-line	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	thepeninsulaqatar.com	1397348062940
105696	Marquez continues to dominate	http://au.eurosport.com/moto/marquez-continues-to-dominate_sto4210739/story.shtml	Eurosport.com AU	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	au.eurosport.com	1397348063121
105697	Marquez leads the way in Grand Prix of the Americas practice	http://www.rte.ie/sport/motorsport/motorbikes/2014/0411/608426-marquez-leads-the-way-in-practice/	RTE.ie	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.rte.ie	1397348063306
105698	MotoGP Update: Grand Prix Of The Americas Preview	http://www.cycleworld.com/2014/04/10/motogp-racing-update-grand-prix-of-the-americas-preview/	Cycleworld	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cycleworld.com	1397348063566
105699	Austin MotoGP: Marquez harder, faster in FP2	http://www.crash.net/motogp/news/202049/1/marquez-harder-faster-in-fp2.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348063771
105700	MotoGP CoTA Friday Results 2014	http://www.motorcycle-usa.com/926/18256/Motorcycle-Article/MotoGP-CoTA-Friday-Results-2014.aspx	MotorcycleUSA.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorcycle-usa.com	1397348064081
