43501	Men's Smoking Rates Have Declined Sharply in North Texas Since 1996	http://healthcare.dmagazine.com/2014/03/25/mens-smoking-rates-have-declined-sharply-in-north-texas-since-1996/	D Healthcare Daily	m	demzfNnXjsfphwMcOuRxyqZVZqerM	healthcare.dmagazine.com	1395780658513
43546	Canadian Man Tests Negative for Ebola	http://www.kmbz.com/Canadian-Man-Tests-Negative-for-Ebola/18664605	KMBZ	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.kmbz.com	1395780790496
43547	Fears Guinea Ebola outbreak has spread to Sierra Leone	http://www.globalpost.com/dispatch/news/afp/140325/fears-guinea-ebola-outbreak-has-spread-sierra-leone	GlobalPost	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.globalpost.com	1395780790790
43548	Tests rule out Ebola in case of sick Saskatchewan man, say health officials	http://www.globalpost.com/dispatch/news/the-canadian-press/140325/ebola-ruled-out-case-sick-saskatchewan-man-says-official	GlobalPost	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.globalpost.com	1395780791018
43549	Canadian traveller tests negative for Ebola (Update)	http://medicalxpress.com/news/2014-03-canada-case-ebola.html	Medical Xpress	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	medicalxpress.com	1395780791304
43550	Scientist Who Discovered Ebola Is Frustrated by Deadly Guinea Outbreak	http://www.voanews.com/content/scientist-who-discovered-ebola-is-frustrated-by-deadly-guinea-outbreak/1878774.html	Voice of America	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.voanews.com	1395780791651
43551	Man in Canada hospital with symptoms resembling Ebola virus	http://www.thenational.ae/world/americas/man-in-canada-hospital-with-symptoms-resembling-ebola-virus	The National	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.thenational.ae	1395780791909
43552	Ebola Ruled Out: Canadian Man Remains Ill	http://www.israelnationalnews.com/News/Flash.aspx/289636	Arutz Sheva	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.israelnationalnews.com	1395780792135
43553	Canada rules out suspected case of Ebola Canadian officials have determined a  ...	http://www.wptv.com/news/health/canada-rules-out-suspected-case-of-ebola-032514	WPTV	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.wptv.com	1395780792334
43554	Ebola epidemic spreads to Liberia	http://www.trust.org/item/20140325135320-7egnl/\?source=hppartner	Thomson Reuters Foundation	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.trust.org	1395780792919
43555	Ebola victims quarantined in Guinea - NBC29 WVIR Charlottesville, VA News  ...	http://www.nbc29.com/story/25064716/teams-quarantine-victims-in-guinea-ebola-outbreak	NBC 29 News	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.nbc29.com	1395780793137
43556	Central Ohio mumps outbreak grows to 69 cases	http://www.washingtontimes.com/news/2014/mar/25/central-ohio-mumps-outbreak-grows-to-69-cases/	Washington Times	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.washingtontimes.com	1395780909704
43557	Mumps Outbreak Increases To 69 Cases, Includes Delaware	http://www.nbc4i.com/story/25070493/mumps-outbreak-increases-to-69-cases-includes-delaware	NBC4i.com	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.nbc4i.com	1395780909878
43558	Mumps outbreak in central Ohio continues to grow, with 52 of 69 cases linked to  ...	http://www.dailyjournal.net/view/story/62c9b52893674e8486bb204308ca4385/OH--Ohio-State-Mumps/	Daily Journal	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.dailyjournal.net	1395780910087
43559	This Outbreak in Ohio Is the Reason We Need Vaccines	http://www.policymic.com/articles/86159/this-outbreak-in-ohio-is-the-reason-we-need-vaccines	PolicyMic	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.policymic.com	1395780910269
43560	The Reason We Need Vaccines Is Being Proven in Columbus, Ohio	http://www.policymic.com/articles/86159/the-reason-we-need-vaccines-is-being-proven-in-columbus-ohio	PolicyMic	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.policymic.com	1395780910515
43561	Mumps Outbreak Spreads Into County From Ohio State Campus, 63 Sickened	http://www.newsmax.com/TheWire/mumps-outbreak-ohio-state/2014/03/25/id/561635/	Newsmax.com	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.newsmax.com	1395780910764
43562	Nearly 70 Mumps Cases Reported Across Franklin County	http://www.10tv.com/content/stories/2014/03/24/columbus-mumps-outbreak-community-warning.html	10TV	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.10tv.com	1395780910977
43563	MUMPS OUTBREAK: 69 Cases Confirmed	http://www.abc6onyourside.com/shared/news/features/top-stories/stories/wsyx_mumps-outbreak-69-cases-confirmed-30054.shtml	ABC6OnYourSide.com	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.abc6onyourside.com	1395780911212
43564	Mumps: what you need to know	http://www.daytondailynews.com/news/news/local/mumps-what-you-need-know/nfLBL/	Dayton Daily News	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.daytondailynews.com	1395780911430
43565	Officials: Mumps cases now at 65 in Columbus area	http://www.sanduskyregister.com/article/ohio/5461411	Sandusky Register	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.sanduskyregister.com	1395780911824
43566	Mumps may have spread to Delaware County; residents urged to take precautions	http://www.thisweeknews.com/content/stories/delaware/news/2014/03/25/mumps-may-have-spread-to-delaware-county-residents-urged-to-take-precautions.html	ThisWeekNews	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.thisweeknews.com	1395780912005
43567	Mumps outbreak moving beyond OSU campus	http://www.thisweeknews.com/content/stories/clintonville/news/2014/03/25/mumps-outbreak-moving-beyond-osu-campus.html	ThisWeekNews	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.thisweeknews.com	1395780912190
43568	Mumps outbreak moves beyond OSU campus	http://www.thisweeknews.com/content/stories/germanvillage/news/2014/03/25/mumps-outbreak-moves-beyond-osu-campus.html	ThisWeekNews	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.thisweeknews.com	1395780912367
43569	VIDEO: Mumps outbreak extends beyond Ohio State campus	http://www.tylerpaper.com/TP-News+Health/196985/video-mumps-outbreak-extends-beyond-ohio-state-campus	Tyler Morning Telegraph	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.tylerpaper.com	1395780912544
43570	Ohio Mumps Outbreak Spreads Beyond University Walls	http://time.com/35839/ohio-mumps-outbreak-spreads-beyond-university-walls/	TIME	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	time.com	1395780912780
43571	Ohio sees rare mumps outbreak	http://www.bellinghamherald.com/2014/03/24/3548596/ohio-sees-rare-mumps-outbreak.html	Bellingham Herald	m	dRIofMx-YAcZFZMjtH1wmxPD4sYVM	www.bellinghamherald.com	1395780912980
43572	Maker of Four Loko settles suit	http://www.local12.com/news/features/top-stories/stories/maker-four-loko-settles-suit-9735.shtml	WKRC TV Cincinnati	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.local12.com	1395780960359
43573	Legal settlement restricts marketing of Four Loko alcoholic drinks	http://www.latimes.com/business/money/la-fi-mo-four-loko-settlement-20140325,0,598010.story	Los Angeles Times	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.latimes.com	1395780960631
43574	'Blackout-in-a-can' Four Loko is actually dead this time	http://theweek.com/article/index/258683/speedreads-blackout-in-a-can-four-loko-is-actually-dead-this-time	The Week Magazine	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	theweek.com	1395780960883
43575	Makers of Four Loko agree to payout over deceptive marketing	http://www.myfoxboston.com/story/25069946/2014/03/25/makers-of-four-loko-agree-to-payout-over-marketing	My Fox Boston	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.myfoxboston.com	1395780961076
43576	OSU graduate creation Four Loko moving forward after settlement with state  ...	http://www.bizjournals.com/columbus/news/2014/03/25/osu-graduate-creation-four-loko-moving-forward.html	Columbus Business First	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.bizjournals.com	1395780961282
43577	Maker of Four Loko flavored malt liquor accepts marketing limits	http://www.globalpost.com/dispatch/news/thomson-reuters/140325/maker-four-loko-flavored-malt-liquor-accepts-marketing-limits	GlobalPost	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.globalpost.com	1395780961578
43578	Four Years Later, Four Loko And States Reach Agreement On Controversial  ...	http://www.universityherald.com/articles/8382/20140325/four-years-later-four-loko-and-states-reach-agreement-on-controversial-alcoholic-energy-drink.htm	University Herald	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.universityherald.com	1395780962014
43579	Chicago-based company ceasing production of caffeinated Four Loko	http://www.redeyechicago.com/news/local/redeye-four-loko-maker-ceasing-production-sale-nationwide-20140325,0,1964416.story	RedEye Chicago	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.redeyechicago.com	1395780962215
43580	Four Loko agrees to pay $400K over deceptive marketing allegations	http://www.metro.us/newyork/news/national/2014/03/25/four-loko-agrees-pay-400k-deceptive-marketing-allegations/	Metro.us	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.metro.us	1395780962409
43581	NY, other states in Four Loko settlement	http://www.morning-times.com/state_news/article_af9fca2e-5016-5de9-b655-37d53919453e.html	Morning Times	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.morning-times.com	1395780962677
43582	Phusion, Makers Of Four Loko, Reach Settlement Over Consumer Violations	http://chicagoist.com/2014/03/25/phusion_makers_of_four_loko_reach_s.php	Chicagoist	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	chicagoist.com	1395780962836
43583	Massachusetts settles with energy drink manufacturer	http://www.berkshireeagle.com/news/ci_25416858/massachusetts-settles-energy-drink-manufacturer	Berkshire Eagle	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.berkshireeagle.com	1395780963051
43584	Four Loko Manufacturer Agrees To Stop Marketing To Young People	http://www.hngn.com/articles/27351/20140325/four-loko-manufacturer-agrees-to-stop-marketing-to-young-people.htm	Headlines \& Global News	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.hngn.com	1395780963264
43585	Four Loko Makers Agree to $400000 Settlement with Massachsuetts	http://bostinno.streetwise.co/2014/03/25/four-loko-400000-settlement-with-massachusetts-attorney-general/	BostInno	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	bostinno.streetwise.co	1395780963449
43586	New York among 20 states in Four Loko youth marketing settlement	http://www.brooklyneagle.com/articles/new-york-among-20-states-four-loko-youth-marketing-settlement-2014-03-25-183000	Brooklyn Daily Eagle	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.brooklyneagle.com	1395780963740
43587	Four Loko reaches settlement over marketing to minors	http://wnyt.com/article/stories/S3374759.shtml	WNYT	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	wnyt.com	1395780963925
43588	Firm to halt production of 'binge-in-a-can' drinks	http://www.wral.com/firm-to-halt-production-of-binge-in-a-can-drinks/13510169/	WRAL.com	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.wral.com	1395780964109
43589	NY among states that reach agreement with makers of malt liquor Four Loko on  ...	http://www.dailyjournal.net/view/story/1ed4869ac5054cb590af451f3d2f04b6/NY--Fruity-Booze-Settlement/	Daily Journal	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.dailyjournal.net	1395780964355
43590	Phusion Products Stops Sale Of Alcohol Energy Drinks	http://www.kmvt.com/news/latest/252261261.html	KMVT	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.kmvt.com	1395780964582
43591	Four Loko maker banned from manufacturing caffeinated booze in NC	http://www.newsobserver.com/2014/03/25/3731739/four-loko-maker-banned-from-manufacturing.html\?sp=/99/104/	News \& Observer	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.newsobserver.com	1395780964781
43592	Four Loko producer to stop marketing to young adults	http://www.kimatv.com/news/local/Four-Loko-producer-to-stop-marketing-to-young-adults-252277641.html	KIMA CBS 29	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.kimatv.com	1395780965094
43593	Four Loko to remove caffeine kick	http://www.dispatch.com/content/stories/local/2014/03/25/four-loko-to-remove-caffeine-from-alcoholic-drinks.html	Columbus Dispatch	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.dispatch.com	1395780965287
43594	Four Loko, State Attorneys General Reach Settlement in Suit	http://www.boston.com/news/2014/03/25/four-loko-state-attorneys-general-reach-settlement-suit/TvsN1D5EjsaIdj17mWLtBL/story.html	Boston.com	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.boston.com	1395780965530
43595	Four Loko can't target young adults in marketing under settlement	http://www.tukwilareporter.com/news/252271991.html	Tukwila Reporter	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.tukwilareporter.com	1395780965798
43596	Four Loko Manufacturer Agrees to Stop Sale of Alcohol Energy Drinks	http://www.boiseweekly.com/CityDesk/archives/2014/03/25/four-loko-manufacturer-agrees-to-stop-sale-of-alcohol-energy-drinks	Boise Weekly	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	www.boiseweekly.com	1395780966008
43597	Four Loko Is Still Around, Promises To Be More Responsible About Advertising  ...	http://consumerist.com/2014/03/25/four-loko-is-still-around-promises-to-be-more-responsible-about-advertising-its-drinks/	The Consumerist	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	consumerist.com	1395780966276
43598	Want Consumerist in your inbox? We will not sell or rent your email	http://consumerist.com/tag/remember-2010/	The Consumerist	m	d6xZ3BJZdqRGj3MwhEcl_KjL28DyM	consumerist.com	1395780966785
43599	Health Organization: Pollution Kills 7M Each Year	http://www.kolotv.com/home/headlines/Health-Organization-Pollution-Kills-7M-Each-Year-252318981.html	KOLO	m	dK7YgCRbWfdBgOMFQYHU-9fH9LiWM	www.kolotv.com	1395781143477
43600	Air Pollution Now Linked To 1 In 8 Deaths Worldwide	http://www.scoop.co.nz/stories/WO1403/S00312/air-pollution-now-linked-to-1-in-8-deaths-worldwide.htm	Scoop.co.nz \(press release\)	m	dK7YgCRbWfdBgOMFQYHU-9fH9LiWM	www.scoop.co.nz	1395781143639
