80401	'RBI's status quo on policy rates disappoints once again'	http://www.smetimes.in/smetimes/news/top-stories/2014/Apr/02/rbi-s-status-quo-on-policy-rates-disappoints-once-again630845.html	SME Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.smetimes.in	1396430654705
80448	RBI restricts foreign investors from buying Axis Bank shares	http://profit.ndtv.com/news/market/article-rbi-restricts-foreign-investors-from-buying-axis-bank-shares-384431	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430666222
80449	EC says RBI can go ahead with in-principle approvals for banking licences	http://netindian.in/news/2014/04/01/00028699/ec-says-rbi-can-go-ahead-principle-approvals-banking-licences	NetIndian	b	d80TjEemAhW18OMzRFagYuDvsaiVM	netindian.in	1396430666424
80450	Election Commission allows RBI to issue new bank licenses	http://www.moneylife.in/article/election-commission-allows-rbi-to-issue-new-bank-licenses/36917.html	Moneylife	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneylife.in	1396430666642
80451	RBI keeps key policy rates on hold; EMIs to remain unchanged (Roundup)	http://www.newstrackindia.com/newsdetails/2014/04/01/190--RBI-keeps-key-policy-rates-on-hold-EMIs-to-remain-unchanged-Roundup-.html	Newstrack India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.newstrackindia.com	1396430666968
80452	Election commission allows RBI to grant new bank licences	http://www.dnaindia.com/money/report-election-commission-allows-rbi-to-grant-new-bank-licences-1974261	Daily News \& Analysis	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.dnaindia.com	1396430667204
80453	Rajan warns of turmoil in markets if polls deliver unstable govt	http://zeenews.india.com/news/general-elections-2014/industry-view/rajan-warns-of-turmoil-in-markets-if-polls-deliver-unstable-govt_921756.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430667430
80454	Election Commission okays RBI to announce new bank licences	http://www.moneycontrol.com/news/economy/election-commission-okays-rbi-to-announce-new-bank-licences_1062167.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430667716
80455	Sensex, Nifty attain record closing high	http://www.business-standard.com/article/news-cm/sensex-nifty-attain-record-closing-high-114040100748_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430668084
80456	RBI leaves rates on hold; election, monsoon in focus	http://www.business-standard.com/article/reuters/rbi-leaves-rates-on-hold-election-monsoon-in-focus-114040100940_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430668399
80457	Large foreign banks need to be responsive to local norms: Raghuram Rajan	http://economictimes.indiatimes.com/industry/banking/finance/banking/large-foreign-banks-need-to-be-responsive-to-local-norms-raghuram-rajan/articleshow/33083639.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430668604
80458	India election commission allows cbank to announce new bank licences	http://in.reuters.com/article/2014/04/01/india-banks-licences-idINI8N0L301C20140401	Reuters	b	d80TjEemAhW18OMzRFagYuDvsaiVM	in.reuters.com	1396430668920
80459	Rajan: Global Banks Can Take the Carrot or Wait for the Stick	http://blogs.wsj.com/indiarealtime/2014/04/01/rajan-global-banks-can-take-the-carrot-or-wait-for-the-stick/	Wall Street Journal \(blog\)	b	d80TjEemAhW18OMzRFagYuDvsaiVM	blogs.wsj.com	1396430669156
80460	RBI tells street to look through transient effects, including base effect	http://www.business-standard.com/article/finance/rbi-tells-street-to-look-through-transient-effects-including-base-effect-114040100837_1.html	Business Standard \(blog\)	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430669425
80461	RBI keeps interest rates unchanged; what does it mean for your clients?	http://www.cafemutual.com/News/RBI-keeps-interest-rates-unchanged;-what-does-it-mean-for-your-clients\?-~3066~New~Industry~21	Cafemutual	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.cafemutual.com	1396430669627
80462	Issuing bank licences has nothing to do with politics: RBI	http://www.business-standard.com/article/finance/issuing-bank-licences-has-nothing-to-do-with-politics-rbi-114040100383_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430669903
80463	Banking licence: Election Commission gives RBI go-ahead	http://profit.ndtv.com/news/industries/article-banking-licence-election-commission-gives-rbi-go-ahead-384412	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430670084
80464	Reserve Bank of India open to merger of banks: Raghuram Rajan	http://economictimes.indiatimes.com/news/economy/policy/reserve-bank-of-india-open-to-merger-of-banks-raghuram-rajan/articleshow/33081884.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430670277
80465	Banks must not punish non-maintenance of minimum balance: Raghuram Rajan	http://www.financialexpress.com/news/banks-must-not-punish-nonmaintenance-of-minimum-balance-raghuram-rajan/1237375	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430670507
80466	Raghuram Rajan warns state-run banks against indulging in year-end window  ...	http://www.financialexpress.com/news/raghuram-rajan-warns-staterun-banks-against-indulging-in-yearend-windowdressing/1237366	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430670892
80467	Raghuram Rajan leaves repo rate unchanged in RBI monetary policy review	http://www.financialexpress.com/news/raghuram-rajan-leaves-repo-rate-unchanged-in-rbi-monetary-policy-review/1237291	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430671086
80468	6 key takeaways of Rajan's comments on RBI credit policy	http://www.moneycontrol.com/news/economy/6-key-takeawaysrajans-commentsrbi-credit-policy_1062160.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430671287
80469	Raghuram Rajan's RBI keeps interest rates on hold, inks status quo for bank  ...	http://www.financialexpress.com/news/raghuram-rajans-rbi-keeps-interest-rates-on-hold-inks-status-quo-for-bank-loan-emis/1237391	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430671502
80470	Industry Reactions On RBI Policy Review	http://www.businessworld.in/news/economy/industry-reactions-on-rbi-policy-review/1314203/page-1.html	Businessworld	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businessworld.in	1396430671695
80471	RBI's Raghuram Rajan should have cut interest rate to revive growth: India Inc	http://www.financialexpress.com/news/rbis-raghuram-rajan-should-have-cut-interest-rate-to-revive-growth-india-inc/1237369	Financial Express	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.financialexpress.com	1396430672134
80472	Rajan warns of turmoil in mkts if unstable govt is formed	http://businesstoday.intoday.in/story/we-have-to-be-prepared-for-some-turmoil-if-there-is-no-stable-govt-after-the-polls-rajan/1/204791.html	Business Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	businesstoday.intoday.in	1396430672327
80473	RBI chief says current policy rate appropriately set	http://zeenews.india.com/business/news/finance/rbi-chief-says-current-policy-rate-appropriately-set_97163.html	Zee News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	zeenews.india.com	1396430672546
80474	Don't slap penalty for below minimum balance: RBI	http://www.saharasamay.com/business-news/676550786/don-t-slap-penalty-for-below-minimum-balance-rbi.html	Sahara Samay	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.saharasamay.com	1396430672731
80475	Window for differential bank licence soon: Rajan	http://www.thehindubusinessline.com/economy/policy/window-for-differential-bank-licence-soon-rajan/article5858354.ece	Hindu Business Line	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindubusinessline.com	1396430672949
80476	Home loan EMIs unlikely to go down as RBI holds interest rates	http://profit.ndtv.com/news/economy/article-home-loan-emis-unlikely-to-go-down-as-rbi-holds-interest-rates-384408	NDTV	b	d80TjEemAhW18OMzRFagYuDvsaiVM	profit.ndtv.com	1396430673130
80477	Window for differential bank license soon: Rajan	http://www.thehindubusinessline.com/economy/policy/window-for-differential-bank-license-soon-rajan/article5858354.ece	Hindu Business Line	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.thehindubusinessline.com	1396430673418
80478	Banks should allow prepayment of floating rate loans without penalty	http://www.moneylife.in/article/banks-should-allow-prepayment-of-floating-rate-loans-without-penalty/36914.html	Moneylife	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneylife.in	1396430673603
80479	Analysts expect RBI to hike rates after elections	http://economictimes.indiatimes.com/markets/analysis/analysts-expect-rbi-to-hike-rates-after-elections/articleshow/33080181.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430673805
80480	Analysts expect to RBI hike to hike rates after elections	http://economictimes.indiatimes.com/markets/analysis/analysts-expect-to-rbi-hike-to-hike-rates-after-elections/articleshow/33080181.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430674015
80481	RBI: Banks must not punish non-maintenance of minimum balance	http://www.hindustantimes.com/business-news/banks-must-not-punish-non-maintenance-of-minimum-balance-says-rbi/article1-1202947.aspx	Hindustan Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.hindustantimes.com	1396430674638
80482	Sensex gains for the fifth day in a row	http://www.business-standard.com/article/news-cm/sensex-gains-for-the-fifth-day-in-a-row-114040100727_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430674814
80483	RBI: No penalty for bank balance below minimum limit	http://www.delhidailynews.com/news/Do-not-levy-fine-for-bank-balance-below-minimum-limit--RBI-to-banks-1396350896/	Delhi Daily News	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.delhidailynews.com	1396430675370
80484	India central bank bars foreign investors from short-term local debt	http://www.businesstimes.com.sg/breaking-news/asia/india-central-bank-bars-foreign-investors-short-term-local-debt-20140401	Business Times \(subscription\)	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businesstimes.com.sg	1396430675579
80485	Granting of new bank licences not a political process Rajan	http://post.jagran.com/granting-of-new-bank-licences-not-a-political-process-rajan-1396351430	Jagran Post	b	d80TjEemAhW18OMzRFagYuDvsaiVM	post.jagran.com	1396430675798
80486	RBI's monetary policy review: Raghuram Rajan hawkish, restricts guidance to  ...	http://economictimes.indiatimes.com/articleshow/33079490.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430676058
80487	India central bank leaves rates on hold; election, monsoon in focus	http://www.reuters.com/article/2014/04/01/us-india-cenbank-rates-idUSBREA300BX20140401	Reuters	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.reuters.com	1396430676410
80488	Repo rates unchanged in first bi-monthly review	http://indiatoday.intoday.in/story/repo-rates-unchanged-in-first-bi-monthly-review-emi-on-your-home-auto-loans-remains-same/1/352328.html	India Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	indiatoday.intoday.in	1396430676745
80489	UPDATE 1-India c.bank bars foreign investors from short-term local debt	http://in.reuters.com/article/2014/04/01/india-economy-cenbank-markets-idINL4N0MT2VF20140401	Reuters	b	d80TjEemAhW18OMzRFagYuDvsaiVM	in.reuters.com	1396430677070
80490	Banks must not punish non-maintenance of minimum balance: RBI	http://indiatoday.intoday.in/story/banks-rbi-non-maintenance-of-minimum-balance-raghuram-rajan-sbi-icici-bank-hdfc-bank/1/352329.html	India Today	b	d80TjEemAhW18OMzRFagYuDvsaiVM	indiatoday.intoday.in	1396430677416
80491	No change in EMIs likely as RBI interest rate on hold	http://www.ptinews.com/news/4562265_No-change-in-EMIs-likely-as-RBI-keeps-interest-rate-on-hold-.html	Press Trust of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.ptinews.com	1396430677617
80492	No penalty for bank balance below minimum limit, RBI says	http://timesofindia.indiatimes.com/business/india-business/No-penalty-for-bank-balance-below-minimum-limit-RBI-says/articleshow/33075000.cms	Times of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	timesofindia.indiatimes.com	1396430677827
80493	RBI should have cut interest rate to revive growth: Industry	http://economictimes.indiatimes.com/news/economy/policy/rbi-should-have-cut-interest-rate-to-revive-growth-industry/articleshow/33076737.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430678044
80494	No surprises! Investors can only brace for a rate cut post elections, say analysts	http://economictimes.indiatimes.com/markets/analysis/no-surprises-investors-can-only-brace-for-a-rate-cut-post-elections-say-analysts/articleshow/33073427.cms	Economic Times	b	d80TjEemAhW18OMzRFagYuDvsaiVM	economictimes.indiatimes.com	1396430678405
80495	A Rate Cut Down The Line?	http://www.businessworld.in/news/economy/a-rate-cut-down-the-line/1313884/page-1.html	Businessworld	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.businessworld.in	1396430678615
80496	Banks must not fine non-maintenance of minimum balance: RBI	http://www.moneycontrol.com/news/economy/banks-must-not-fine-non-maintenanceminimum-balance-rbi_1062065.html	Moneycontrol.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.moneycontrol.com	1396430678806
80497	Rajan warns of turmoil in mkts if polls deliver unstable govt	http://www.ptinews.com/news/4562167_Rajan-warns-of-turmoil-in-mkts-if-polls-deliver-unstable-govt.html	Press Trust of India	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.ptinews.com	1396430679014
80498	Don't levy pre-closure penalty on floating rate term loans: RBI to banks	http://www.myiris.com/newsCentre/storyShow.php\?fileR=20140401144407717&amp;dir=2014/04/01	Myiris.com	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.myiris.com	1396430679286
80499	Rajan warns state-run banks against year-end window-dressing	http://www.business-standard.com/article/finance/rajan-warns-state-run-banks-against-year-end-window-dressing-114040100390_1.html	Business Standard	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.business-standard.com	1396430679544
80500	RBI Keeps Policy Rates but Eases Liquidity	http://www.indiawest.com/news/17973-rbi-keeps-policy-rates-but-eases-liquidity.html	India West	b	d80TjEemAhW18OMzRFagYuDvsaiVM	www.indiawest.com	1396430679739
