182901	Best Beauty Looks At The 2014 Met Gala	https://ph.celebrity.yahoo.com/photos/best-beauty-looks-at-the-2014-met-gala-slideshow/	Yahoo Philippines News	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	ph.celebrity.yahoo.com	1399382210654
182914	Met Gala 2014: The Gowns We Were Just Not Crazy About	http://stylenews.peoplestylewatch.com/2014/05/06/met-gala-2014-worst-dresses/	PEOPLE StyleWatch	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	stylenews.peoplestylewatch.com	1399382215872
182915	Met Gala 2014: Our Favorite Dresses of the Night!	http://stylenews.peoplestylewatch.com/2014/05/06/met-gala-2014-best-dresses-editors-picks/	PEOPLE StyleWatch	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	stylenews.peoplestylewatch.com	1399382216090
182916	WTF Was Lupita Nyong'o Wearing At The Met Gala?	http://popdust.com/2014/05/06/wtf-lupita-nyongo-wearing-met-gala/	Popdust	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	popdust.com	1399382216336
182917	Best Dressed Met Gala 2014: See All The A-Listers Who Proved That Fashion  ...	http://www.huffingtonpost.com/2014/05/06/best-dressed-met-gala-2014-photos_n_5241826.html\?utm_hp_ref=style&amp;ir=Style	Huffington Post	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.huffingtonpost.com	1399382216577
182918	Kendall Jenner's unexpected fashion choice at the Met Gala	http://www.sheknows.com/beauty-and-style/articles/1036575/kendall-jenner-glam-in-topshop-at-the-met-gala	SheKnows.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.sheknows.com	1399382216938
182919	Best & worst: 42 Met Gala looks	http://www.stuff.co.nz/southland-times/life-style/10013776/Best-worst-42-Met-Gala-looks	Southland Times	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.stuff.co.nz	1399382217156
182920	Jake Gyllenhaal escorts sister Maggie down the red carpet at Met Gala in New  ...	http://www.dailymail.co.uk/tvshowbiz/article-2621151/Jake-Gyllenhaal-escorts-sister-Maggie-red-carpet-Met-Gala-New-York.html	Daily Mail	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.dailymail.co.uk	1399382217432
182921	Get Blake Lively's Met Gala Look With the Exact Products She Used	http://www.popsugar.com.au/beauty/Pictures-Blake-Lively-Hair-Makeup-2014-Met-Gala-34727080	PopSugar Australia	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.popsugar.com.au	1399382218055
182922	Kendall Jenner's Topshop Triumph At The 2014 Met Ball	http://www.look.co.uk/fashion/kendall-jenners-topshop-triumph-at-the-2014-met-ball	LOOK	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.look.co.uk	1399382218286
182923	Leighton Meester & Blake Lively Go Glam at the Met Gala 2014!	http://www.justjaredjr.com/2014/05/05/leighton-meester-blake-lively-go-glam-at-the-met-gala-2014/	Just Jared Jr.	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjaredjr.com	1399382218622
182924	Met Gala 2014: The Night's Hottest Couples (We're Looking at You, Blake and  ...	http://stylenews.peoplestylewatch.com/2014/05/05/blake-lively-ryan-reynolds-met-gala-couples/	PEOPLE StyleWatch	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	stylenews.peoplestylewatch.com	1399382218982
182925	Kim Kardashian Shares Sweet Snapshot With Kendall Jenner at the Met Gala	http://www.cambio.com/2014/05/06/kim-kardashian-shares-sweet-snapshot-with-kendall-jenner-at-the/	Cambio	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.cambio.com	1399382219182
182926	Lupita Nyong'o's Met Gala 2014 Dress Takes The Theme Very Literally	http://www.huffingtonpost.com/2014/05/05/lupita-nyongo-met-gala-2014-dress-photos_n_5269526.html\?ir=Style	Huffington Post	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.huffingtonpost.com	1399382219441
182927	2014 Met Ball Fashion: Check Out All The Red Carpet Looks From Sarah  ...	http://www.fashionnstyle.com/articles/19341/20140505/2014-met-ball-fashion-check-out-all-the-red-carpet-looks-from-sarah-jessica-parker-lupita-nyongs-kendall-jenner-mary-kate-and-ashley-olsen-and-more.htm	Fashion \& Style	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.fashionnstyle.com	1399382219919
182928	Sarah Paulson Is A Fascinating Forest Green Gowned Girl At The Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-sarah-paulson-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382220140
182929	Lake Bell displays her bump in sweeping red gown as she attends the Met Gala	http://www.dailymail.co.uk/tvshowbiz/article-2621116/Pregnant-Lake-Bell-displays-blossoming-baby-bump-sweeping-red-gown-attends-Met-Gala.html	Daily Mail	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.dailymail.co.uk	1399382220367
182930	Beyonce's Met Gala Dress — Flawless In Givenchy	http://hollywoodlife.com/2014/05/05/beyonce-met-gala-dress-2014-pics/	Hollywood Life	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	hollywoodlife.com	1399382220642
182931	5 Things You Should Know About Tonight's Met Gala Honoree Charles James	http://perezhilton.com/cocoperez/2014-05-05-charles-james-met-gala-fun-facts	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382220913
182932	Met Gala 2014: Couture Couples!	http://perezhilton.com/2014-05-05-gallery-met-gala-2014-couture-couples-amber-heard-johnny-depp	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382221124
182933	The Men At The Met Gala	http://www.forbes.com/sites/bluecarreon/2014/05/05/the-men-at-the-met-gala/	Forbes	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.forbes.com	1399382221326
182934	Naomi Watts Sings A Swan Song At The Met Gala	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-naomi-watts-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382221703
182935	Blake Lively And Ryan Reynolds Were The Best-Dressed Couple At The 2014  ...	http://www.huffingtonpost.com/2014/05/05/blake-lively-ryan-reynold-met-gala-2014-photos_n_5270546.html\?utm_hp_ref=style&amp;ir=Style	Huffington Post	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.huffingtonpost.com	1399382222437
182936	Kendall Jenner's Sleek Cat Eye Liner At The 2014 Met Ball	http://hollywoodlife.com/2014/05/05/kendall-jenner-met-ball-make-up-beauty-2014-photos/	Hollywood Life	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	hollywoodlife.com	1399382222758
182937	Imogen Poots Dons Animal Print On The Met Gala Red Carpet!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-imogen-poots-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382223081
182938	Beyonce Drops Her Ring at Met Gala, Jay Z Stages Mock Proposal: See the GIF!	http://www.usmagazine.com/celebrity-style/news/beyonce-drops-her-ring-at-met-gala-jay-z-stages-mock-proposal-201455	Us Magazine	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.usmagazine.com	1399382223310
182939	Aca-Bitches! Anna Kendrick & The Newest Pitch Perfect Bella Hailee Steinfeld  ...	http://perezhilton.com/2014-05-05-anna-kendrick-hailee-steinfeld-met-gala-2014-pitch-perfect-costars	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382223626
182940	Riley Keough Gothically Suits Up In Louis Vuitton For The Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-riley-keough-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382224191
182941	Adele Exarchopoulos Is Fabulously Fierce at Met Ball 2014!	http://www.justjared.com/2014/05/05/adele-exarchopoulos-is-fabulously-fierce-at-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382224429
182942	Toni Garrn Gets The Side-Eye From Katie Holmes At The Met Gala! It's A  ...	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-toni-garrn-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382224640
182943	Sibling Style Throwdown: Olsen Twins Vs The Gyllenhaals	http://perezhilton.com/2014-05-05-met-gala-2014-gyllenhaals-olsen-twins-jake-maggie-comparison	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382225307
182944	Lena Dunham Fades In Florals On The Met Gala Red Carpet!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-lena-dunham-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382225523
182945	Florench Welch is Covered in Butterflies at the Met Ball 2014	http://www.justjared.com/2014/05/05/florench-welch-is-covered-in-butterflies-at-the-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382225736
182946	Met Gala 2014: Worst Dressed	http://www.celebuzz.com/2014-05-05/met-gala-2014-worst-dressed/	Celebuzz	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.celebuzz.com	1399382225933
182947	Did Lupita Nyong'o Just Make Her First Fashion Misstep At The 2014 Met Gala  ...	http://www.allmediany.com/articles/11651-did-lupita-nyong039o-just-make-her-first-fashion-misstep-at-the-2014-met-gala-see-her-shocking-look	AllMediaNY	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.allmediany.com	1399382226230
182948	Marion Cotillard Wears Just One Earring at Met Ball 2014	http://www.justjared.com/2014/05/05/marion-cotillard-wears-just-one-earring-at-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382226525
182949	Kate Mara Is A Captivating Caped Crusader In Valentino At The Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-kate-mara-red-carpet-valentino	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382226777
182950	Naomi Campbell Gets Boobalicious At The Met Gala	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-naomi-campbell-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382227020
182951	Naomi Campbell Rocks Sexy Cutouts at the Met Ball 2014	http://www.justjared.com/2014/05/05/naomi-campbell-rocks-sexy-cutouts-at-the-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382227330
182952	A Streaker Crashed the Met Ball	http://www.elle.com/news/fashion-style/met-gala-streaker	Elle	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.elle.com	1399382227526
182953	Met Gala 2014: Best Dressed	http://www.celebuzz.com/2014-05-05/met-gala-2014-best-dressed/	Celebuzz	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.celebuzz.com	1399382227756
182954	Met Gala 2014: The Worst Dressed Celebs Of The Night	http://www.stylelist.ca/2014/05/05/met-gala-2014-worst-dressed/	Styelist CA	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.stylelist.ca	1399382227959
182955	Beyonce Loses Her Ring at Met Ball 2014, So Jay Z Finds It & Gives Her a Mock  ...	http://www.justjared.com/2014/05/05/beyonce-loses-her-ring-at-met-ball-2014-so-jay-z-finds-it-gives-her-a-mock-proposal/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382228222
182956	Glamorous gowns and style stars dazzle at the Met Gala	http://blog.chron.com/fashiondiaries/2014/05/glamorous-gowns-and-style-stars-dazzle-at-the-met-gala/	Chron.com \(blog\)	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	blog.chron.com	1399382228427
182957	Beyoncé Brings Out Her Best Accessory At The Met Gala: Jay Z!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-beyonce-jay-z-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382228651
182958	Marion Cotillard Runs Circles Around The Met Gala In Dior	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-marion-cotillard-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382228861
182959	Florence Welch's Coat Is Poised To Flutter Off Her Back At The 2014 Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-florence-welch-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382229286
182960	Ivanka Trump Goes Grandiose In Green At The 2014 Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-ivanka-trump-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382229553
182961	Bryan Cranston & His Wife Robin Dearden Are Elegant But Not Extravagant On  ...	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-bryan-cranston-robin-dearden-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382229813
182962	Maggie & Jake Gyllenhaal Are Siblings Who Dress Together, But Fail Together  ...	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-maggie-gyllenhaal-jake-gyllenhaal-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382230069
182963	Met Gala 2014 Red Carpet: See All The Glamorous Dresses (PHOTOS)	http://www.huffingtonpost.com/2014/05/05/met-gala-2014-red-carpet_n_5235877.html\?ir=Style	Huffington Post	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.huffingtonpost.com	1399382230353
182964	Let's talk about Lupita Nyong'o's Met Gala dress	http://www.sheknows.com/beauty-and-style/articles/1036559/lets-talk-about-lupita-nyongos-met-ball-dress	SheKnows.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.sheknows.com	1399382230571
182965	Dakota Johnson Dazzles in Shades of Blue	http://www.popsugar.com/Dakota-Johnson-Met-Gala-2014-34722802	PopSugar.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.popsugar.com	1399382230856
182966	Toni Garrn Goes Solo for Met Ball 2014 Red Carpet	http://www.justjared.com/2014/05/05/toni-garrn-goes-solo-for-met-ball-2014-red-carpet/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382231808
182967	Cobie Smulders Wears Her Very Best Nightgown To The Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-cobie-smulders-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382232010
182968	2014 Met Gala: Beyoncé & Jay Z Rule The Red Carpet (PHOTOS)	http://globalgrind.com/2014/05/05/2014-met-gala-beyonce-jay-z-rule-the-red-carpet-photos/	Global Grind	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	globalgrind.com	1399382232271
182969	Kendall Jenner Will Make Her Met Ball Debut Tonight!	http://www.justjared.com/2014/05/05/kendall-jenner-will-make-her-met-ball-debut-tonight/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382232627
182970	There Was a Streaker at the Met Gala Red Carpet	http://nymag.com/thecut/2014/05/there-was-a-streaker-at-the-met-gala-red-carpet.html	New York Magazine	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	nymag.com	1399382232880
182971	Blake Lively, Ryan Reynolds Look Affectionate and Gorgeous in Gucci at Met  ...	http://www.usmagazine.com/celebrity-style/news/blake-lively-ryan-reynolds-affectionate-at-met-gala-2014-201455	Us Magazine	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.usmagazine.com	1399382233290
182972	Beyonce Rocks Daringly Low Cut Dress, Face Mask at Met Gala 2014 with Jay Z	http://www.usmagazine.com/celebrity-style/news/beyonce-rocks-low-cut-dress-face-mask-at-met-gala-2014-with-jay-z-201455	Us Magazine	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.usmagazine.com	1399382233644
182973	Kendall Jenner Can't Sit in Her Tight Dress at Met Ball 2014	http://www.justjared.com/2014/05/05/kendall-jenner-cant-sit-in-her-tight-dress-at-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382233863
182974	Guess The Celebrity: Met Gala Edition! What Beautiful Blonde Just  ...	http://perezhilton.com/2014-05-05-met-gala-2014-guess-the-celebrity-photobomb-blake-lively-ryan-reynolds	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382234095
182975	Hayden Panettiere Is A Captivating Cotton Candy Princess At Met Gala	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-hayden-panettiere-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382234319
182976	Celebs & Influencers	http://www.refinery29.com/2014/05/67415/rose-mcgowan-white-house-correspondence-gala\?collection=207	Refinery29	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.refinery29.com	1399382234534
182977	Claire Danes & Hugh Dancy Are Perfectly Picturesque at Met Ball 2014	http://www.justjared.com/2014/05/05/claire-danes-hugh-dancy-are-perfectly-picturesque-at-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382234894
182978	Kim Kardashian Flashes Underwear In High Slit Gown, Hits Met Gala 2014 Red  ...	http://www.usmagazine.com/celebrity-style/news/kim-kardashian-wardrobe-malfunction-in-met-gala-2014-gown-201455	Us Magazine	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.usmagazine.com	1399382235118
182979	Beyonce's Black Givenchy 2014 Met Gala Dress is Epicly Chic	http://www.celebuzz.com/2014-05-05/beyonces-black-givenchy-2014-met-gala-dress-is-epicly-chic/	Celebuzz	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.celebuzz.com	1399382235370
182980	Maggie & Jake Gyllenhaal Make the Met Ball a Sibling Night Out	http://www.justjared.com/2014/05/05/maggie-jake-gyllenhaal-makes-the-met-ball-a-sibling-night-out/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382235741
182981	Blake Lively & Ryan Reynolds Bring Serious Boobage With A Side Of Old  ...	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-blake-lively-ryan-reynolds-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382235959
182982	Lena Dunham Goes Strapless Chic at the Met Ball 2014	http://www.justjared.com/2014/05/05/lena-dunham-goes-strapless-chic-at-the-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382236208
182983	Love it or hate it: Kristen Wiig's Met Gala dress-pants combo	http://www.sheknows.com/beauty-and-style/articles/1036555/love-it-or-hate-it-kristen-wiigs-met-gala-dress-pants-combo	SheKnows.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.sheknows.com	1399382236442
182984	Anne Hathaway Slays The Crop Top Competition On The Met Gala Red Carpet!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-anne-hathaway-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382236767
182985	Rachel McAdams Met Gala Dress 2014 Is Pretty And Pale Pink	http://www.huffingtonpost.com/2014/05/05/rachel-mcadams-met-gala-dress-2014-photos_n_5269913.html	Huffington Post	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.huffingtonpost.com	1399382237005
182986	Kristen Wiig Sparkles At The Met Gala With Alexander Wang!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-kristen-wiig-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382237305
182987	Amy Adams Shimmers In Shiny Silver At The Met Gala	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-amy-adams-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382237527
182988	Claire Danes & Hugh Dancy Are A Dashing Duo At The 2014 Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-claire-danes-hugh-dancy-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382237853
182989	Rashida Jones Bounced Down The Met Gala Red Carpet In A Beautiful Ball Gown!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-rashida-jones-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382238197
182990	2014 Met Gala: Kendall Jenner Is A Vision In Off-White Topshop (PHOTOS)	http://globalgrind.com/2014/05/05/2014-met-gala-kendall-jenner-off-white-topshop-gown-red-carpet-photos/	Global Grind	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	globalgrind.com	1399382238432
182991	Beyonce & Jay Z Are Pure Perfection at Met Ball 2014	http://www.justjared.com/2014/05/05/beyonce-jay-z-are-pure-perfection-at-met-ball-2014/	Just Jared	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.justjared.com	1399382238801
182992	Katie Holmes Vs. Belle: Who Wore It Better?	http://perezhilton.com/cocoperez/2014-05-05-katie-holmes-belle-beauty-and-the-beast-who-wore-it-better-met-gala-2014-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382238985
182993	Beyoncé's Bod Gets Revealed From Head To Toe At The 2014 Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-beyonce-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382239287
182994	Jessica Alba Is Radiant In Gold Lace At The 2014 Met Gala!	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-jessica-alba-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382239505
182995	Chloë Grace Moretz Mistakes The Met Gala For A Fancy Rodeo	http://perezhilton.com/cocoperez/2014-05-05-met-gala-2014-chloe-grace-moretz-red-carpet	PerezHilton.com	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	perezhilton.com	1399382239949
182996	Blake Lively & Ryan Reynolds Make Rare Public Appearance At Met Gala	http://rumorfix.com/2014/05/blake-lively-ryan-reynolds-make-rare-public-appearance-at-met-gala/	RumorFix	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	rumorfix.com	1399382240209
182997	2014 Met Gala: Lupita Nyong'o Gets All Decked Out In Prada (PHOTOS)	http://globalgrind.com/2014/05/05/2014-met-gala-lupita-nyongo-prada-flapper-dress-red-carpet-photos/	Global Grind	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	globalgrind.com	1399382240394
182998	Mankini-Clad Streaker Tries to Enter Met Gala Red Carpet: PHOTO	http://www.towleroad.com/2014/05/mankini-clad-streaker-tries-to-enter-met-gala-red-carpet-photo.html	Towleroad	e	dbfJRt2YOiGnSoMC7S8yBd9gQohiM	www.towleroad.com	1399382240824
