291401	Galaxy Note 4 Release Date, Specs: Samsung Phablet to Have 2 Versions  ...	http://www.theepochtimes.com/n3/738247-galaxy-note-4-release-date-specs-samsung-phablet-to-have-2-versions-report-says/	The Epoch Times	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.theepochtimes.com	1402936949083
291427	Review: Samsung Galaxy S5 vs LG G2 – Prices, Specs, Design, Camera  ...	http://www.streetwisetech.com/2014/06/review-samsung-galaxy-s5-vs-lg-g2-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936956279
291428	Report: Galaxy S5 with 3GB of RAM, Snapdragon 805 and LTE-A to be  ...	http://phandroid.com/2014/06/16/galaxy-s5-lte-a/	Phandroid.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	phandroid.com	1402936956485
291429	AT&T to offer Samsung's new Galaxy Tab S tablets	http://newstonight.co.za/content/att-offer-samsungs-new-galaxy-tab-s-tablets	News Tonight Africa	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	newstonight.co.za	1402936956761
291430	Samsung Galaxy Tab S 8.4 and 10.5 go on sale in UK ahead of July 4 release	http://businessdayonline.com/2014/06/samsung-galaxy-tab-s-8-4-and-10-5-go-on-sale-in-uk-ahead-of-july-4-release/	BusinessDay	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	businessdayonline.com	1402936957011
291431	Samsung AMOLED for Galaxy Tab S 8.4 and 10.5 – progressing display standards	http://www.therem.org/samsung-amoled-for-galaxy-tab-s-8-4-and-10-5-progressing-display-standards/1213995/	REM	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.therem.org	1402936957431
291432	Review: Samsung Galaxy Note 3 vs Sony Xperia Z1 – Prices, Specs, Design  ...	http://www.streetwisetech.com/2014/06/review-samsung-galaxy-note-3-vs-sony-xperia-z1-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936957765
291433	Review: Samsung Galaxy S4 vs Samsung Galaxy S4 Zoom – How Do the Phone  ...	http://www.streetwisetech.com/2014/06/review-samsung-galaxy-s4-vs-samsung-galaxy-s4-zoom-phone-models-compare/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936957966
291434	Review: Samsung Galaxy Note 3 vs Top Phones: iPhone 5S, Galaxy S4, Galaxy  ...	http://www.streetwisetech.com/2014/06/review-samsung-galaxy-note-3-vs-top-phones-iphone-5s-galaxy-s4-galaxy-note-2-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936958140
291435	Review: iPhone 6 vs Samsung Galaxy S5 – Prices, Specs, Design, Camera  ...	http://www.streetwisetech.com/2014/06/review-iphone-6-vs-samsung-galaxy-s5-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936958336
291436	Samsung Galaxy Core 2 and Pocket 2 dual-SIMs leak	http://www.gsmarena.com/samsung_galaxy_core_2_and_pocket_2_dualsims_leak-news-8793.php	GSMArena.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gsmarena.com	1402936958570
291437	You Can Now Customize Your Galaxy Note 2 Into A Note 3	http://motoringcrunch.com/news/you-can-now-customize-your-galaxy-note-2-into-a-note-3/10018380/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936958872
291438	Best Samsung Galaxy Note 3 Cases Right Now	http://motoringcrunch.com/news/best-samsung-galaxy-note-3-cases-right-now/10018388/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936959099
291439	Official Samsung Galaxy S3 KitKat Update Finally Coming	http://motoringcrunch.com/news/official-samsung-galaxy-s3-kitkat-update-finally-coming/10018378/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936959291
291440	Top 5 Samsung Galaxy S5 Cases On The Market	http://motoringcrunch.com/news/top-5-samsung-galaxy-s5-cases-on-the-market/10018386/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936959528
291441	Review: LG Google Nexus 5 vs Samsung Galaxy Grand 2 – Prices, Specs  ...	http://www.streetwisetech.com/2014/06/review-lg-google-nexus-5-vs-samsung-galaxy-grand-2-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936959772
291442	Review: Samsung Galaxy S4 Mini vs Sony Xperia M2 – Prices, Specs, Design  ...	http://www.streetwisetech.com/2014/06/review-samsung-galaxy-s4-mini-vs-sony-xperia-m2-prices-specs-design-camera-battery-life/	StreetWise Tech	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.streetwisetech.com	1402936959940
291443	Samsung Galaxy Note vs S2: Still Rocking Androids	http://motoringcrunch.com/news/samsung-galaxy-note-vs-s2-still-rocking-androids/10018366/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936960109
291444	Sony Xperia Z1 vs Samsung Galaxy S4: Best Android Of 2013 Is…	http://motoringcrunch.com/news/sony-xperia-z1-vs-samsung-galaxy-s4-best-android-of-2013-is/10018372/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936960299
291445	Samsung Galaxy Note 3 vs S5 Activ: Best Samsung Is…	http://motoringcrunch.com/news/samsung-galaxy-note-3-vs-s5-activ-best-samsung-is/10018368/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936960487
291446	Samsung Galaxy S5 Activ vs S4: Should You Upgrade?	http://motoringcrunch.com/news/samsung-galaxy-s5-activ-vs-s4-should-you-upgrade/10018370/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936960733
291447	iPhone 5S vs Samsung Galaxy S5 Active: The Elitist	http://motoringcrunch.com/news/iphone-5s-vs-samsung-galaxy-s5-active-the-elitist/10018360/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936960915
291448	Samsung Galaxy S4 vs iPhone 5S: Which Is Better?	http://motoringcrunch.com/news/samsung-galaxy-s4-vs-iphone-5s-which-is-better/10018358/	MotoringCrunch	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	motoringcrunch.com	1402936961084
291449	Enterprise-focused Samsung Galaxy Tab S: All bark, no bite?	http://www.techtimes.com/articles/8509/20140616/enterprise-focused-samsung-galaxy-tab-s-all-bark-no-bite.htm	Tech Times	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.techtimes.com	1402936961253
291450	Samsung Galaxy Tab S vs. Apple iPad Air: Specs and Features	http://www.inferse.com/15562/samsung-galaxy-tab-s-vs-apple-ipad-air/	Inferse	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.inferse.com	1402936961488
291451	Turn Up the Color with the Samsung Galaxy Tab S	http://www.menafn.com/1093861277/Turn-Up-the-Color-with-the-Samsung-Galaxy-Tab-S	MENAFN.COM	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.menafn.com	1402936961833
291452	Samsung Galaxy F image teases metal bodied handset	http://www.trustedreviews.com/news/samsung-galaxy-f-image-teases-metal-bodied-handset	TrustedReviews	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.trustedreviews.com	1402936962116
291453	Samsung Galaxy F To Sport Gold Color, Leak Reveals	http://www.gizmodo.in/indiamodo/Samsung-Galaxy-F-To-Sport-Gold-Color/articleshow/36665052.cms	Gizmodo India	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gizmodo.in	1402936962350
291454	Samsung Galaxy Tab S expected in India this August for over Rs 25000	http://www.livepunjab.com/content/samsung-galaxy-tab-s-expected-india-august-over-rs-25000-112224.html	Live Punjab	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.livepunjab.com	1402936962665
291455	Leaked: GALAXY S4 And S5 To Get Kitkat 4.4.3 Update By July	http://www.techtree.com/content/news/6522/leaked-galaxy-s4-s5-kitkat-443-update-july.html	Techtree.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.techtree.com	1402936962953
291456	Samsung Galaxy S5 Broadband LTE-A to launch this week?	http://www.gsmarena.com/samsung_galaxy_s5_broadband_ltea_to_launch_this_week-news-8792.php	GSMArena.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gsmarena.com	1402936963179
291457	Samsung Galaxy F in “Perfect Gold” Leaks Out in the Open	http://www.modernreaders.com/samsung-galaxy-f-in-perfect-gold-leaks-out-in-the-open/7339/lorenzo-tanos	Modern Readers	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.modernreaders.com	1402936963814
291458	Samsung Galaxy S4, Galaxy S5 to Soon Receive Android 4.4.3 Update: Report	http://gadgets.ndtv.com/mobiles/news/samsung-galaxy-s4-galaxy-s5-to-soon-receive-android-443-update-report-542459	NDTV	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	gadgets.ndtv.com	1402936964342
291459	Samsung Galaxy F Release Date, Specs & Features: See Premium Device in  ...	http://www.latinopost.com/articles/6142/20140616/samsung-galaxy-f-release-date-specs-features-see-premium-device.htm	Latino Post	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.latinopost.com	1402936964598
291460	Samsung Galaxy Tab 3 vs Samsung Galaxy Tab S – Top Specs and Price  ...	http://thefusejoplin.com/2014/06/samsung-galaxy-tab-3-vs-samsung-galaxy-tab-s-top-specs-and-price-comparison/	The Fuse Joplin	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	thefusejoplin.com	1402936964849
291461	Samsung Galaxy S5, Galaxy Note 4 Could Get Android 4.4.3 KitKat Soon	http://www.modernreaders.com/samsung-galaxy-s5-galaxy-note-4-could-get-android-4-4-3-kitkat-soon/7326/lorenzo-tanos	Modern Readers	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.modernreaders.com	1402936965376
291462	How To Take A Screenshot On Your Samsung Galaxy Note 3	http://www.knowyourmobile.com/mobile-phones/samsung-galaxy-note-3/15901/how-take-screenshot-your-samsung-galaxy-note-3	Know Your Mobile	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.knowyourmobile.com	1402936965607
291463	Samsung Galaxy Note 4 phablet “to feature QHD display”	http://www.panarmenian.net/eng/news/179919/	PanARMENIAN.Net	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.panarmenian.net	1402936966271
291464	Korean Giants LG and Samsung to Release Faster Versions of the G3 and  ...	http://www.androidheadlines.com/2014/06/korean-giants-lg-and-samsung-to-release-faster-versions-of-the-g3-and-galaxy-s5-next-month.html	Android Headlines - Android News	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.androidheadlines.com	1402936966468
291465	Samsung Galaxy Note 4 With 5.7-Inch QHD Display Spotted: Report	http://gadgets.ndtv.com/mobiles/news/samsung-galaxy-note-4-with-57-inch-qhd-display-spotted-report-542420	NDTV	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	gadgets.ndtv.com	1402936966684
291466	Samsung Galaxy S5 BroadBand LTE-A – A QHD, Snapdragon 805 Powered S5  ...	http://www.gforgames.com/gadgets/samsung-galaxy-s5-broadband-lte-qhd-snapdragon-805-44015/	G 4 Games	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gforgames.com	1402936966876
291467	iPhone 5S vs Samsung Galaxy S5 – Camera Comparison – Get Creative	http://thefusejoplin.com/2014/06/iphone-5s-samsung-galaxy-s5-camera-comparison-creative/	The Fuse Joplin	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	thefusejoplin.com	1402936967319
291468	Review: iPhone 6? vs Samsung Galaxy S5 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/review-iphone-6-vs-samsung-galaxy-s5-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936967547
291469	Motorola RAZR I vs Samsung Galaxy S3 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/motorola-razr-i-vs-samsung-galaxy-s3-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936967788
291470	Sony Xperia Z2 vs HTC One (M8): Feature comparison	http://thefootballexaminer.com/technology-22/sony-xperia-z2-vs-htc-one-m8-feature-comparison-2639.html	The Football Examiner	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	thefootballexaminer.com	1402936967981
291471	With Samsung widely expected to update its flagship phablet offering later this  ...	http://www.trustedreviews.com/news/samsung-galaxy-note-4-screen-leaks-as-5-7-inch-qhd-offering	TrustedReviews	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.trustedreviews.com	1402936968376
291472	Samsung Galaxy F gets a Prime leak, and this one has a golden touch	http://www.techradar.com/news/phone-and-communications/mobile-phones/samsung-galaxy-f-gets-a-prime-leak-and-this-one-has-a-golden-touch-1253473\?src=rss&amp;attr=all	TechRadar UK	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.techradar.com	1402936968564
291473	Review: Samsung Galaxy Core vs Samsung Galaxy Grand – Design, Prices  ...	http://www.gamerheadlines.com/2014/06/samsung-galaxy-grand-vs-samsung-galaxy-core-samsungs-budget-phones-inspected/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936968775
291474	Review: Nokia Lumia 625 vs Samsung Galaxy Ace 3 – Design, Prices, Battery  ...	http://www.gamerheadlines.com/2014/06/samsung-galaxy-ace-3-vs-nokia-lumia-625-good-deals-to-look-out-for/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936968951
291475	Review: HTC One vs LG G2 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/review-htc-one-vs-lg-g2-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936969303
291476	Review: Samsung Galaxy S5 vs HTC One (M8) – Design, Prices, Battery Life  ...	http://www.gamerheadlines.com/2014/06/review-samsung-galaxy-s5-vs-htc-one-m8-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936969480
291477	Review: Samsung Galaxy S5 vs LG G2 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/review-samsung-galaxy-s5-vs-lg-g2-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936969648
291478	Review: OPPO Find 7 vs Samsung Galaxy S5 – Design, Prices, Battery Life  ...	http://www.gamerheadlines.com/2014/06/review-oppo-find-7-vs-samsung-galaxy-s5-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936969833
291479	Two New Samsung Tablets Are Coming in July	http://stateschronicle.com/two-new-samsung-tablets-7542.html	States Chronicle	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	stateschronicle.com	1402936970246
291480	Samsung Galaxy Note 4 'to include 5.7-inch QHD display'	http://www.digitalspy.com/tech/news/a577962/samsung-galaxy-note-4-to-include-57-inch-qhd-display.html	Digital Spy	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.digitalspy.com	1402936970546
291481	Week 23 news in review: Galaxy Tab S, iPhone 6, S5 mini leak	http://www.gsmarena.com/newscomm-8778.php	GSMArena.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gsmarena.com	1402936970800
291482	Galaxy S5 Has The Best Camera, According To DxOMark	http://www.ubergizmo.com/2014/06/galaxy-s5-has-the-best-camera-according-to-dxomark/	Ubergizmo	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.ubergizmo.com	1402936971003
291483	AT&T First To Confirm Availability of Samsung Galaxy Tab S On Its Network In US	http://www.hngn.com/articles/33824/20140616/t-first-confirm-availability-samsung-galaxy-tab-s-network.htm	Headlines \& Global News	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.hngn.com	1402936971482
291484	Galaxy Note 4 leaks confirm 5.7-inch QHD screen	http://www.slashgear.com/galaxy-note-4-leaks-confirm-5-7-inch-qhd-screen-16333727/	SlashGear	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.slashgear.com	1402936971843
291485	Samsung hurls SuperAMOLED missile at iPad	http://www.rethink-wireless.com/2014/06/16/samsung-hurls-superamoled-missile-ipad.htm	Rethink Wireless	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.rethink-wireless.com	1402936972304
291486	Samsung Galaxy Note 4 to feature QHD display	http://www.pocket-lint.com/news/129414-samsung-galaxy-note-4-to-feature-qhd-display	Pocket-lint.com	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.pocket-lint.com	1402936972538
291487	Review: Samsung Galaxy Grand 2 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/review-samsung-galaxy-grand-2-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936972804
291488	Review: iPhone 5S vs Samsung Galaxy S4 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/review-iphone-5s-vs-samsung-galaxy-s4-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936973117
291489	Review: Samsung Galaxy Note 3 Neo vs Neo – Design, Prices, Battery Life  ...	http://www.gamerheadlines.com/2014/06/review-samsung-galaxy-note-3-neo-vs-neo-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936973376
291490	Review: Sony Xperia C vs Samsung Galaxy Grand 2 vs – Design, Prices, Battery  ...	http://www.gamerheadlines.com/2014/06/review-sony-xperia-c-vs-samsung-galaxy-grand-2-vs-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936973572
291491	Sony Xperia Z2 vs Samsung Galaxy S5 – Design, Prices, Battery Life & Specs	http://www.gamerheadlines.com/2014/06/sony-xperia-z2-vs-samsung-galaxy-s5-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936973765
291492	Sony Xperia Z1 Compact vs Samsung Galaxy S5 Mini – Design, Prices, Battery  ...	http://www.gamerheadlines.com/2014/06/sony-xperia-z1-compact-vs-samsung-galaxy-s5-mini-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936973944
291493	Review: Samsung Galaxy Note 3 vs Galaxy S4,iPhone 5S and Note 2	http://www.gamerheadlines.com/2014/06/review-samsung-galaxy-note-3-vs-galaxy-s4iphone-5s-and-note-2/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936974337
291494	Samsung Galaxy F (aka S5 Prime) gold variant leaks	http://www.whatmobile.net/2014/06/16/samsung-galaxy-f-aka-s5-prime-gold-variant-leaks/	What Mobile	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.whatmobile.net	1402936974583
291495	Review: iPhone 5C vs iPhone 4S vs iPhone 5S – Design, Prices, Battery Life  ...	http://www.gamerheadlines.com/2014/06/review-iphone-5c-vs-iphone-4s-vs-iphone-5s-design-prices-battery-life-specs/	The Gamer Headlines	t	ddiIDGNlSlw875MRnwmTW9pRkRJnM	www.gamerheadlines.com	1402936974819
