101301	Can Family Dollar Handle the Heat?	http://www.fool.com/investing/general/2014/04/08/can-family-dollar-handle-the-heat.aspx	Motley Fool	b	d4p273oepCNzWtMV5ABFyvvmazkRM	www.fool.com	1397288743261
101312	DIARY - Emerging Markets Economic Events to April 25	http://www.reuters.com/article/2014/04/12/diary-emrg-econ-idUSL3N0N33Z420140412	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.reuters.com	1397289058627
101313	ECONOMY: Keeping interest rates low resonates in Inland area	http://www.pe.com/business/business-headlines/20140411-economy-keeping-interest-rates-low-resonates-in-inland-area.ece	Press-Enterprise	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.pe.com	1397289058828
101314	CURRENCIES: Dollar Falls More Than 1% Vs. Euro, Yen On Week	http://english.capital.gr/News.asp\?id=1992293	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289059027
101315	Dollar falls more than 1% vs. euro, yen on week	http://www.marketwatch.com/story/dollar-gets-boost-from-march-wholesale-prices-2014-04-11	MarketWatch	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.marketwatch.com	1397289059245
101316	Here's Why USD's Recovery Won't Be Easy	http://www.investing.com/analysis/here%E2%80%99s-why-usd%E2%80%99s-recovery-won%E2%80%99t-be-easy-209423	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289059457
101317	Dollar Near 3-Week Lows, Doubts Raised Fed Will Raise Rates Ahead of  ...	http://english.capital.gr/News.asp\?id=1992273	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289059759
101318	Dollar – 3 Reasons Why Recovery Won't be Easy	http://www.bkassetmanagement.com/featured/dollar-3-reasons-why-recovery-wont-be-easy_6805/	BK Asset Management	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.bkassetmanagement.com	1397289059952
101319	FOREX-Dollar inches higher on equities gloom	http://in.reuters.com/article/2014/04/11/markets-forex-idINL2N0N31MB20140411	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289060212
101320	5 Things to Watch on the Economic Calendar	http://blogs.wsj.com/five-things/2014/04/11/5-things-to-watch-on-the-economic-calendar-12/	Wall Street Journal \(blog\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	blogs.wsj.com	1397289060495
101321	Week In FX Americas - A Tough Few Sessions Being A Dollar Bull	http://seekingalpha.com/article/2138033-week-in-fx-americas-a-tough-few-sessions-being-a-dollar-bull	Seeking Alpha	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	seekingalpha.com	1397289060713
101322	Dollar inches higher on equities gloom	http://in.reuters.com/article/2014/04/11/us-markets-forex-idINBREA330R620140411	Reuters India	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289060881
101323	Dollar slides versus euro, Swiss franc in New York	http://www.brecorder.com/money-a-banking/198/1172035/	Business Recorder	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.brecorder.com	1397289061058
101324	CURRENCIES: Dollar Set For Weekly Losses Against Euro, Yen	http://english.capital.gr/News.asp\?id=1992183	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289061235
101325	Friday's FX: EUR/USD, GBP/USD, USD/JPY And AUD/USD	http://www.investing.com/analysis/friday%E2%80%99s-fx:-eur-usd,-gbp-usd,-usd-jpy-and-aud-usd-209381	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289061403
101326	Investors: Local Currency Bonds Still Too Risky	http://fundaction.com/Article/3330228/Default/Investors-Local-Currency-Bonds-Still-Too-Risky.html	Fund Action	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	fundaction.com	1397289061713
101327	Dollar Stabilizes After Rough Week	http://www.rttnews.com/2300993/dollar-stabilizes-after-rough-week.aspx\?type=fts&amp;utm_source=google&amp;utm_campaign=sitemap	RTT News	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.rttnews.com	1397289061864
101328	Dollar Gets Boost From PPI Report	https://www.tradingfloor.com/posts/dollar-gets-boost-from-ppi-report-302283	TradingFloor.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.tradingfloor.com	1397289062049
101329	Dollar Hits New Intraday High Against Euro after PPI Report	http://english.capital.gr/News.asp\?id=1991948	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289062235
101330	A Turbulent Week for the European Financial Markets	http://invezz.com/news/equities/10317-A-Turbulent-Week-for-the-European-Financial-Markets	iNVEZZ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	invezz.com	1397289062411
101331	Dollar edges higher on equities gloom	http://www.brecorder.com/markets/fxmm/americas/167195-dollar-edges-higher-on-equities-gloom.html	Business Recorder	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.brecorder.com	1397289062756
101332	Are your clients ready for an end to QE?	http://www.benefitspro.com/2014/04/11/are-your-clients-ready-for-an-end-to-qe	BenefitsPro	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.benefitspro.com	1397289063016
101333	FOREX-Dollar edges higher on equities gloom	http://in.reuters.com/article/2014/04/11/markets-forex-idINL2N0N30SJ20140411	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289063226
101334	The more the Fed explains, the less markets understand	http://www.marketwatch.com/story/the-more-the-fed-explains-the-less-markets-understand-2014-04-11\?reflink=MW_news_stmp	MarketWatch	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.marketwatch.com	1397289063426
101335	Are your clients ready for the QE aftermath?	http://www.benefitspro.com/2014/04/11/are-your-clients-ready-for-the-qe-aftermath	BenefitsPro	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.benefitspro.com	1397289063685
101336	Will Interest Rates Rise Earlier Than Predicted?	http://www.forbes.com/sites/advisor/2014/04/11/will-interest-rates-rise-earlier-than-predicted/	Forbes	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.forbes.com	1397289063871
101337	CURRENCIES: Dollar Gets Boost From March Wholesale Prices	http://english.capital.gr/News.asp\?id=1991955	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289064064
101338	Dollar gets boost from March wholesale prices	http://www.marketwatch.com/story/dollar-gets-boost-from-march-wholesale-prices-2014-04-11\?link=MW_latest_news	MarketWatch	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.marketwatch.com	1397289064240
101339	Forex: Greenback Bulls On The Run	http://www.forbes.com/sites/deanpopplewell/2014/04/11/forex-greenback-bulls-on-the-run/\?partner=yahootix	Forbes	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.forbes.com	1397289064450
101340	No respite for dollar after rough week	http://www.brecorder.com/markets/fxmm/europe/167148-no-respite-for-dollar-after-rough-week.html	Business Recorder	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.brecorder.com	1397289064727
101341	US Dollar Index (DXY) drops all the way to a 22-week low	http://www.ifamagazine.com/news/us-dollar-index-dxy-drops-all-the-way-to-a-22-week-low-296935	IFA Magazine	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.ifamagazine.com	1397289064931
101342	US dollar set for largest weekly slide in eight months	http://www.undercurrentnews.com/2014/04/11/us-dollar-set-for-largest-weekly-slide-in-eight-months/	Undercurrent News	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.undercurrentnews.com	1397289065133
101343	Dollar Licking Its Wounds As Week Winds Down	http://seekingalpha.com/article/2137033-dollar-licking-its-wounds-as-week-winds-down\?source=goog_news	Seeking Alpha	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	seekingalpha.com	1397289065359
101344	USD/JPY – Steady As Markets Eye US Inflation Data	http://www.actionforex.com/analysis/daily-forex-fundamentals/usd%10jpy-%E2%80%93-steady-as-markets-eye-us-inflation-data-20140411213137/	Action Forex	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.actionforex.com	1397289065600
101345	Forex Market: USD/JPY trades little changed, poised for first weekly advance in a  ...	http://www.binarytribune.com/2014/04/11/forex-market-usdjpy-trades-little-changed-poised-for-first-weekly-advance-in-a-month/	Binary Tribune	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.binarytribune.com	1397289065802
101346	Dollar mixed amid US job data	http://www.globaltimes.cn/content/853940.shtml	Global Times	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.globaltimes.cn	1397289066072
101347	In Andrew Jackson we trust	http://www.atimes.com/atimes/Global_Economy/GECON-01-110414.html	Asia Times Online	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.atimes.com	1397289066265
101348	Dollar stung by Fed minutes, Aussie rises on solid jobs data	http://www.brecorder.com/markets/fxmm/asia/166890.html	Business Recorder	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.brecorder.com	1397289066560
101349	DIARY - Major Central Bank Meetings for 2014	http://uk.reuters.com/article/2014/04/11/diary-central-bank-meetings-for-idUKL3N0N31G020140411	Reuters UK	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	uk.reuters.com	1397289066919
101350	DIARY - Top economic Events to April 23	http://www.reuters.com/article/2014/04/11/diary-top-econ-idUSL3N0N31FV20140411	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.reuters.com	1397289067129
101351	CURRENCY NEWS: US Greenback Struggles to Rally Support as Inflation Data  ...	http://fxpips.com/currency-news-us-greenback-struggles-to-rally-support-as-inflation-data-in-chinese-market-next-event-risk/	FxPips.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	fxpips.com	1397289067330
101352	Forex - JPY holds slightly stronger ahead of BoJ minutes release	http://www.investing.com/news/forex-news/forex---jpy-holds-slightly-stronger-ahead-of-boj-minutes-release-277068	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289067532
101353	FOREX-Dollar struggles to find support, China inflation data next event risk	http://in.reuters.com/article/2014/04/11/markets-forex-idINL3N0N25IJ20140411	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289067742
101354	Dollar dips on Fed minutes, shrugs off solid jobless claims report	http://www.moneycontrol.com/news/rupee/dollar-dipsfed-minutes-shrugs-off-solid-jobless-claims-report_1067737.html	Moneycontrol.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.moneycontrol.com	1397289068031
101355	DIARY - Emerging Markets Economic Events to April 24	http://www.reuters.com/article/2014/04/11/diary-emrg-econ-idUSL3N0N246D20140411	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.reuters.com	1397289068353
101356	Dollar slides vs euro	http://www.tradingroom.com.au/apps/view_breaking_news_article.ac\?page=/data/news_research/published/2014/4/101/catf_140411_085400_6759.html	Trading Room	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.tradingroom.com.au	1397289068546
101357	US dollar slides against euro	http://www.skynews.com.au/businessnews/article.aspx\?id=966495	Sky News Australia	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.skynews.com.au	1397289068722
101358	Dollar slides vs euro as rate hike prospects fade	http://www.channelnewsasia.com/news/business/international/dollar-slides-vs-euro-as/1067368.html	Channel News Asia	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.channelnewsasia.com	1397289068989
101359	Dollar Falls on Interest Rate Outlook	http://english.capital.gr/News.asp\?id=1991447	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289069243
101360	Dollar Won't Recover Until Yields Stop Falling	http://www.investing.com/analysis/dollar-won%E2%80%99t-recover-until-yields-stop-falling-209320	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289069444
101361	CANADA FX DEBT-C$ pulls back from near 3-month high	http://in.reuters.com/article/2014/04/10/markets-canada-dollar-bonds-idINL2N0N21VG20140410	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289069712
101362	Gold extends gains as Fed minutes reveal weak pricing concerns	http://www.investing.com/news/commodities-news/gold-extends-gains-as-fed-minutes-reveal-weak-pricing-concerns-276998	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289070053
101363	Canadian Dollar Ends Lower, Consolidates Amid Equity Weakness	http://online.wsj.com/article/BT-CO-20140410-710331.html	Wall Street Journal	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	online.wsj.com	1397289070263
101364	Dollar stumbles as rate hike expectations pushed back	http://www.brecorder.com/markets/fxmm/americas/167030-dollar-stumbles-as-rate-hike-expectations-pushed-back.html	Business Recorder	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.brecorder.com	1397289070448
101365	CURRENCIES: Dollar Falls Vs. Yen; Bank Of England On Hold	http://english.capital.gr/News.asp\?id=1991406	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289070633
101366	FOREX-Dollar stumbles as rate hike expectations pushed back	http://in.reuters.com/article/2014/04/10/markets-forex-idINL2N0N21TQ20140410	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289070818
101367	Dollar struggles to find support, China inflation data next event risk	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140410&amp;id=17496960	MSN Money	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	money.msn.com	1397289071106
101368	Dollar Broadly Weaker As Fed Minutes Weigh and Other Top Forex News.	http://www.forexnews.com/blog/2014/04/10/dollar-broadly-weaker-fed-minutes-weigh-top-forex-news/	Forex Market \(blog\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.forexnews.com	1397289071307
101369	USD/JPY extends losses on Fed inflation concerns	http://www.nasdaq.com/article/usdjpy-extends-losses-on-fed-inflation-concerns-cm343354	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289071526
101370	EUR/USD extends gains on dovish Fed policy meeting minutes	http://www.nasdaq.com/article/eurusd-extends-gains-on-dovish-fed-policy-meeting-minutes-cm343358	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289072059
101371	US dollar slips in Asia after Fed minutes	http://www.chinapost.com.tw/business/global-markets/2014/04/11/404999/US-dollar.htm	China Post	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.chinapost.com.tw	1397289072252
101372	Dollar Drops to Lowest in 5 Months as Yen Gains; Krona Slides	http://www.businessweek.com/news/2014-04-09/dollar-near-5-month-low-on-rate-outlook-kiwi-highest-since-2011	Businessweek	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.businessweek.com	1397289072439
101373	Broadly weaker dollar hits 1-month lows	http://www.nasdaq.com/article/broadly-weaker-dollar-hits-1-month-lows-cm343325	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289072632
101374	Euro Regains Momentum After Fed Minutes Disappoint Dollar Bulls	http://www.benzinga.com/news/14/04/4460274/euro-regains-momentum-after-fed-minutes-disappoint-dollar-bulls	Benzinga	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.benzinga.com	1397289072845
101375	Forex - Euro at 3-week highs against weaker dollar	http://www.nasdaq.com/article/forex-euro-at-3-week-highs-against-weaker-dollar-cm343291	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289073372
101376	Forex - USD/CAD hits session highs after drop in U.S. jobless claims	http://www.nasdaq.com/article/forex-usdcad-hits-session-highs-after-drop-in-us-jobless-claims-cm343229	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289073573
101377	Fed's Dovishness Sets Tone	http://www.economonitor.com/blog/2014/04/feds-dovishness-sets-tone/	EconoMonitor \(blog\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.economonitor.com	1397289073766
101378	Fed Minutes Disappoints Dollar Bulls	http://www.investing.com/analysis/fed-minutes-disappoints-dollar-bulls-209297	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289074123
101379	Dollar falls vs. yen; Bank of England on hold	http://www.marketwatch.com/story/british-pound-eases-after-rate-qe-held-steady-2014-04-10	MarketWatch	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.marketwatch.com	1397289074333
101380	Forex - Dollar trims losses vs. yen after jobless claims data	http://www.nasdaq.com/article/forex-dollar-trims-losses-vs-yen-after-jobless-claims-data-cm343193	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289074552
101381	Dollar hit by Fed, Swedish crown stung by inflation shock	http://www.cnbc.com/id/101570579	CNBC.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.cnbc.com	1397289074789
101382	FOREX-Dollar reeling from Fed hit; Swedish crown down sharply	http://in.reuters.com/article/2014/04/10/markets-forex-idINL2N0N20TE20140410	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289075122
101383	US initial jobless claims drop 32000 to 300000	http://www.investing.com/news/economic-indicators/u.s.-initial-jobless-claims-drop-32,000-to-300,000-276882	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289075364
101384	Euro to CAD Currency News: Canadian Dollar Lower Despite House Price Index  ...	http://www.euroexchangeratenews.com/euro-to-cad-currency-news-canadian-dollar-lower-despite-house-price-index-gain/7281	Euro Exchange Rate News	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.euroexchangeratenews.com	1397289075558
101385	Dollar reeling from Fed hit; Swedish crown down sharply	http://uk.reuters.com/article/2014/04/10/uk-markets-forex-idUKBREA3600520140410\?type=GCA-ForeignExchange	Reuters UK	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	uk.reuters.com	1397289075787
101386	Dollar remains mostly lower vs. rivals after Fed minutes	http://www.investing.com/news/forex-news/dollar-remains-mostly-lower-vs.-rivals-after-boe-statement-276850	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289076181
101387	Canadian Dollar Lower, Consolidating After Gains on Wednesday	http://online.wsj.com/article/BT-CO-20140410-705907.html	Wall Street Journal	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	online.wsj.com	1397289076399
101388	Dollar under pressure in Asia after Fed minutes	http://www.globalpost.com/dispatch/news/afp/140410/dollar-under-pressure-asia-after-fed-minutes	GlobalPost	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.globalpost.com	1397289076608
101389	FOREX-Dollar hit by Fed, Swedish crown stung by inflation shock	http://www.reuters.com/article/2014/04/10/markets-forex-idUSL6N0N22M020140410	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.reuters.com	1397289076852
101390	RPT-FOREX-Dollar hit by Fed, Swedish crown stung by inflation shock	http://uk.reuters.com/article/2014/04/10/markets-forex-idUKL6N0N22RK20140410	Reuters UK	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	uk.reuters.com	1397289077576
101391	Dollar broadly weaker after Fed minutes	http://www.nasdaq.com/article/dollar-broadly-weaker-after-fed-minutes-cm342892	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289077803
101392	European Stock Markets Move Higher	http://english.capital.gr/News.asp\?id=1990938	Capital.gr \(press release\)	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	english.capital.gr	1397289077981
101393	Asian Stocks Gain On US Cues	http://www.rttnews.com/2300136/asian-stocks-gain-on-us-cues.aspx\?type=glcom	RTT News	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.rttnews.com	1397289078156
101394	FOREX-Dollar hit by Fed, Swedish crown drops on inflation shock	http://in.reuters.com/article/2014/04/10/markets-forex-idINL6N0N21GJ20140410	Reuters	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	in.reuters.com	1397289078343
101395	Forex - AUD/USD rises to fresh 4-1/2 month highs on strong data	http://www.investing.com/news/forex-news/forex---aud-usd-rises-to-fresh-4-1-2-month-highs-on-strong-data-276796	Investing.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.investing.com	1397289078536
101396	Forex - Dollar at 3-week lows vs. yen after dovish Fed minutes	http://www.nasdaq.com/article/forex-dollar-at-3-week-lows-vs-yen-after-dovish-fed-minutes-cm342889	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289078860
101397	Forex - NZD/USD almost unchanged near 32-month highs	http://www.nasdaq.com/article/forex-nzdusd-almost-unchanged-near-32-month-highs-cm342888	NASDAQ	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.nasdaq.com	1397289079045
101398	Dollar hit by Fed, Swedish crown drops on inflation shock	http://www.thestar.com.my/Business/Business-News/2014/04/10/Dollar-hit-by-Fed-Swedish-crown-drops-on-inflation-shock/	The Star Online	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.thestar.com.my	1397289079238
101399	The Euro is still outplaying the US Dollar	http://www.fxstreet.com/analysis/weekly-market-overview/2014/04/10/	FXstreet.com	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.fxstreet.com	1397289079451
101400	FX round-up: Dollar dragged lower by Fed minutes	http://www.ifamagazine.com/news/fx-round-up-dollar-dragged-lower-by-fed-minutes-296735	IFA Magazine	b	dhpby_46Ae5iB8ME-y0QZ8gSCJwLM	www.ifamagazine.com	1397289079861
