60701	New Zealand Dollar Gains Late as Risk Appetite Improves	http://online.wsj.com/article/BT-CO-20140328-700179.html	Wall Street Journal	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	online.wsj.com	1396068798584
60719	GBP/USD where to now? – FXStreet	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=7077d9e7-7bc1-4a72-b0a8-03887b6f111c	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068803314
60720	Euro Weakness Continues, Kiwi at 2 ½ Year High and Other Top Forex News.	http://www.forexnews.com/blog/2014/03/27/euro-weakness-continues-kiwi-2-%C2%BD-year-high-top-forex-news/	Forex Market \(blog\)	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.forexnews.com	1396068803533
60721	Dollar higher vs. euro after U.S. data, NZ dollar at 2-1/2 year highs	http://www.nasdaq.com/article/dollar-higher-vs-euro-after-us-data-nz-dollar-at-2-12-year-highs-cm339506	NASDAQ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.nasdaq.com	1396068803753
60722	GBP/USD challenging 1.6600	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=3e313204-a6f9-4994-96d4-d87baddf3c40&amp;utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=gbpusd-challenging-1-6600	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068804177
60723	Forex - GBP/USD remains higher as UK data still supports	http://www.investing.com/news/forex-news/forex---gbp-usd-remains-higher-as-u.k.-data-still-supports-274384	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068804371
60724	Our Tactical Currency View	http://www.nasdaq.com/article/our-tactical-currency-view-cm339447	NASDAQ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.nasdaq.com	1396068804622
60725	EURO to USD Exchange Rate Struggling, EUR/GBP Also Falls	http://www.euroexchangeratenews.com/euro-to-usd-exchange-rate-struggling-eurgbp-also-falls/7131	Euro Exchange Rate News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.euroexchangeratenews.com	1396068804836
60726	Forex - New Zealand dollar hits 2-1/2 year highs	http://www.nasdaq.com/article/forex-new-zealand-dollar-hits-2-12-year-highs-cm339392	NASDAQ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.nasdaq.com	1396068805093
60727	Morgan Stanley line up against Canada as they go long USD/CAD & EUR/CAD	http://www.forexlive.com/blog/2014/03/26/morgan-stanley-line-up-against-canada-as-they-go-long-usdcad-eurcad-26-march-2014/	ForexLive \(blog\)	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.forexlive.com	1396068805294
60728	EUR/USD sell-off sharpens, 1.3730 on sight	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=68f406da-daa2-4a19-a8df-096223b28863	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068805595
60729	Kiwi benefits from strong February trade surplus	http://www.danielstrading.com/news/currency-futures/2014/03/27/kiwi-benefits-from-strong-february-trade-surplus/	Daniels Trading	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.danielstrading.com	1396068805946
60730	Technical analysis: EUR/USD falls to lowest since March 6 but support looms	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=10ad0d41-6f23-4511-ae32-5aa829c629e9	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068806262
60731	EUR/USD easing into the fix, for a change	http://www.fxstreet.com/news/fxbeat/article.aspx\?storyid=e50d6e6e-a9b8-4dc4-a09d-ac2da4d7a0a3	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068806593
60732	EUR/USD holds above 1.3750	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=8bd7c67d-c442-4cae-ab0e-2c2fcd5bb7df	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068806766
60733	Euro to Pound (EUR/GBP) Exchange Rate at Three-Week Low Before German  ...	http://www.futurecurrencyforecast.com/euro-to-pound-eurgbp-exchange-rate-at-three-week-low-before-german-inflation-data/25677	Future Currency Forecast	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.futurecurrencyforecast.com	1396068807038
60734	Forex - Dollar touches session highs vs. yen after U.S. data	http://www.nasdaq.com/article/forex-dollar-touches-session-highs-vs-yen-after-us-data-cm339347	NASDAQ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.nasdaq.com	1396068807211
60735	FOREX-Dollar up against yen on data, NZ dollar near 2-1/2 year high	http://in.reuters.com/article/2014/03/27/markets-forex-idINL1N0MO0QS20140327	Reuters	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	in.reuters.com	1396068807415
60736	EUR/USD: News From The Battlefield	http://www.investing.com/analysis/eur-usd:-news-from-the-battlefield-207647	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068807866
60737	GBP to USD Exchange Rate little moved, USD to EURO at Session High	http://www.futurecurrencyforecast.com/gbp-to-usd-exchange-rate-little-moved-usd-to-euro-at-session-high/25662	Future Currency Forecast	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.futurecurrencyforecast.com	1396068808126
60738	EUR/USD: Labor Report Provides Trading Opportunity	http://www.investing.com/analysis/eur-usd:-labor-report-provides-trading-opportunity-207639	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068808311
60739	EUR/USD trading below $1.38	http://www.ig.com/uk/forex-news/2014/03/27/eur-usd-trading-below--1-38-15314	IG	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.ig.com	1396068808519
60740	TradeTheNews.com EU Market Update: IMF reaches initial agreement on  ...	http://www.fxtraders.eu/article.php\?id=24385	Fxtraders.eu	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxtraders.eu	1396068808782
60741	Dollar mildly disappointed after GDP and jobless numbers	http://www.forexlive.com/blog/2014/03/27/dollar-mildly-disappointed-after-gdp-and-jobless-numbers-27-march-2014/	ForexLive \(blog\)	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.forexlive.com	1396068809042
60742	Losses Predicted For Pound New Zealand Dollar Exchange Rate GBP/NZD	http://www.currencynews.co.uk/forecast/20140327-8858_losses-predicted-for-gbp-nzd.html	Currency News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.currencynews.co.uk	1396068809728
60743	ECB might not follow Fed's steps, warns Credit Agricole	http://www.undercurrentnews.com/2014/03/27/ecb-might-not-follow-feds-steps-warns-credit-agricole/	Undercurrent News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.undercurrentnews.com	1396068810055
60744	EUR/USD: Lower After ECB Inflation Comments	http://www.investing.com/analysis/eur-usd:-lower-after-ecb-inflation-comments-207636	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068810264
60745	EUR/USD indifferent on US GDP	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=95172a65-fd79-4b95-b378-449e11746bb2	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068810479
60746	FOREX-Euro at three-week low, New Zealand dollar hits 2-1/2 yr high	http://in.reuters.com/article/2014/03/27/markets-forex-idINL5N0MO2RU20140327	Reuters	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	in.reuters.com	1396068810684
60747	Dollar higher against euro, kiwi rises to 2-1/2 year highs	http://www.investing.com/news/forex-news/dollar-higher-against-euro,-kiwi-rises-to-2-1-2-year-highs-274284	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068811028
60748	AUD/GBP Softens as UK Retail Sales Surge – AUD/USD Near 2014 High	http://audnews.com.au/audgbp-softens-uk-retail-sales-surge-audusd-near-2014-high/1113	AUD News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	audnews.com.au	1396068811246
60749	GBP/USD consolidates above 1.6600	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=119cfb3d-49c4-4c19-8c2b-a5afe8d1baad	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068811522
60750	GBP/USD eyeing now 1.6720 price zone - FXStreet	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=7196b0c1-25ee-430e-98be-6c79f50bf1b8	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068811739
60751	EUR/USD break lower can extend to 1.3640 - FXStreet	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=8d20223b-41ce-411d-9990-97b9f162584e	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068812134
60752	EUR/USD testing 3-week lows	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=be5f5dc1-854e-4afb-9b70-b2e33b651d43	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068812318
60753	GBP/USD bounces after retail sales figures	http://www.ig.com/uk/forex-news/2014/03/27/gbp-usd-bounces-after-retail-sales-figures-15310	IG	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.ig.com	1396068812504
60754	Deflation Risks In The Euro-Zone Low But Not Zero, Says ECB's Linde	http://www.investing.com/analysis/deflation-risks-in-the-euro-zone-low-but-not-zero,-says-ecb%E2%80%99s-linde-207562	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068812689
60755	FOREX-Euro steadies, kiwi hits 2-1/2 year high	http://in.reuters.com/article/2014/03/27/markets-forex-idINL5N0MO1RF20140327	Reuters	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	in.reuters.com	1396068812965
60756	European Market Update IMF reaches initial agreement on Ukraine	http://www.actionforex.com/analysis/daily-forex-fundamentals/european-market-update:-imf-reaches-initial-agreement-on-ukraine-20140327211915/	Action Forex	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.actionforex.com	1396068813272
60757	Pound Euro Exchange Rate Rallies Today On Further EU Economic Stimulus  ...	http://www.exchangerates.org.uk/news/8842/pound-euro-exchange-rate-today-economic-stimulus-pound-dollar-rand.html	Exchange Rates UK	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.exchangerates.org.uk	1396068813584
60758	Pound to Euro & Pound to Dollar Exchange Rates Rally Ahead Of Key Retail  ...	http://www.exchangerates.org.uk/news/8856/pound-to-euro-dollar-exchange-rates-rally-retail-data.html	Exchange Rates UK	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.exchangerates.org.uk	1396068813883
60759	GBP to AUD Exchange Rate Fluctuates after UK Retail Sales Report	http://www.futurecurrencyforecast.com/gbp-to-aud-exchange-rate-fluctuates-after-uk-retail-sales-report/25656	Future Currency Forecast	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.futurecurrencyforecast.com	1396068814089
60760	GBP/USD is up an above 1.6600 after strong retail sales report	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=62e55369-cdff-41ec-a96d-d6922222c068	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068814357
60761	Pound Sterling to New Zealand Dollar (GBP/NZD) Exchange Rate slips to six  ...	http://www.futurecurrencyforecast.com/pound-sterling-to-new-zealand-dollar-gbpnzd-exchange-rate-slips-to-six-month-low/25641	Future Currency Forecast	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.futurecurrencyforecast.com	1396068814584
60762	Pound / US Dollar Exchange Rate: GBP-USD Starts to Edge Higher, is March  ...	http://www.economy-news.co.uk/Foreign-Exchange/pound-to-us-dollar-slump-over-353454/	Economy News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.economy-news.co.uk	1396068814768
60763	EUR/USD: 1.376 Next Bearish Target	http://www.investing.com/analysis/eur-usd:-1.376-next-bearish-target-207589	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068814970
60764	EUR/USD tries to claw back ground	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=cac87f9f-b29c-44f4-b05a-141a187d39c0	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068815172
60765	Forex Market: NZD/USD touches fresh 2-1/2-year highs as NZ trade surplus  ...	http://www.binarytribune.com/2014/03/27/forex-market-nzdusd-touches-fresh-2-12-year-highs-as-nz-trade-surplus-widens-the-most-since-april-2011/	Binary Tribune	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.binarytribune.com	1396068815424
60766	GBP Exchange Rate Forecasts: Improvements Against the EUR and USD  ...	http://www.poundsterlinglive.com/todays-exchange-rate-forecasts/1246-morning-sterling-exchange-rate-forecast-9984444	Pound Sterling Live	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.poundsterlinglive.com	1396068815642
60767	USD/JPY gathering short term downward momentum - UOB Group	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=98e90c52-3f48-4954-a42f-d8cf2b0eca73	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068815823
60768	Exchange Rates Today: Pound to Euro Rockets to 1.2022 GBP/EUR; Pound to  ...	http://www.currencynews.co.uk/forecast/20140327-8854_exchange-rates-pound-to-euro-gbp-eur-pound-to-dollar-forecast-losses.html	Currency News	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.currencynews.co.uk	1396068816018
60769	EUR/USD Technicals – 1.376 Next Bearish Target	http://www.actionforex.com/analysis/daily-forex-technicals/eur%10usd-technicals-%E2%80%93-1.376-next-bearish-target-20140327211902/	Action Forex	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.actionforex.com	1396068816231
60770	GBP/USD hesitates around 1.6560	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=223c9c56-c79f-41ef-87c4-03ee4619ec8b	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068816499
60771	Forex Market: GBP/USD daily outlook	http://www.binarytribune.com/2014/03/27/forex-market-gbpusd-daily-outlook-2/	Binary Tribune	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.binarytribune.com	1396068816692
60772	Forex - NZD/USD hits 11-month highs on strong NZ trade data	http://www.investing.com/news/forex-news/forex---nzd-usd-hits-11-month-highs-on-strong-n.z.-trade-data-274247	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068816868
60773	GBP/USD outlook shifs from bearish to neutral - UOB Group	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=75eb9988-f6a7-4589-80e9-73e1282eb4e8	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068817070
60774	Fed's Plosser Softens GBP to USD Exchange Rate Forecasts with Hawkish  ...	http://www.futurecurrencyforecast.com/feds-plosser-softens-gbp-to-usd-exchange-rate-forecasts-with-hawkish-comments/25648	Future Currency Forecast	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.futurecurrencyforecast.com	1396068817330
60775	EUR/USD dips below 1.3760	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=90008234-46d5-4d03-a2f1-30c18f6fdafe	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068817515
60776	NZD/USD trades higher on upbeat NZ trade data	http://invezz.com/news/forex/9960-nzd-usd-close-to-one-year-high-on-surging-nz-trade-balance	iNVEZZ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	invezz.com	1396068817708
60777	USD/CAD to hit 1.1000 in 1-2 weeks? - UOB Group	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=1a71c053-8e23-4c72-ab4f-bb94d19155fa	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068817901
60778	Forex - Euro remains weaker against dollar	http://www.investing.com/news/forex-news/forex---euro-remains-weaker-against-dollar-274244	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068818128
60779	EUR/USD Declines From Weekly PP	http://www.actionforex.com/analysis/daily-forex-technicals/eur%10usd-declines-from-weekly-pp-20140327211898/	Action Forex	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.actionforex.com	1396068818413
60780	GBP/USD Probes Monthly PP	http://www.actionforex.com/analysis/daily-forex-technicals/gbp%10usd-probes-monthly-pp-20140327211896/	Action Forex	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.actionforex.com	1396068818594
60781	Test of 1.3750 in EUR/USD ahead?	http://www.fxstreet.com/analysis/sunrise-market-commentary-currencies/2014/03/27/	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068818791
60782	EUR/USD: Bearish In The Long Term	http://www.investing.com/analysis/eur-usd:-bearish-in-the-long-term-207573	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068819026
60783	GBP/USD bounced back from 1.66, but may attack again	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=34ab05ec-612d-4313-94b2-1f28cb37bdb9&amp;utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=gbpusd-bounced-back-from-1-66-but-may-attack-again-2	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068819504
60784	Forex - Well bid Australian dollar posts gains after early morning dip	http://www.investing.com/news/forex-news/forex---well-bid-australian-dollar-posts-gains-after-early-morning-dip-274229	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068819896
60785	EUR/USD is sleeping at 1.3780	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=8292bc4c-6795-44fb-9164-2cdbf4d20f3d	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068820369
60786	AUD/USD looks set to target 0.9260, 0.9350 - UOB	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=c84cdb42-c4a9-43ca-adf9-698381c2452d	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068820659
60787	EUR/USD outlook still neutral - UOB	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=29869db0-ae82-4cf5-b3ba-f888f6f13f02	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068820860
60788	Forex - New Zealand dollar gains on better than expected trade surplus	http://www.investing.com/news/forex-news/forex---new-zealand-dollar-gains-on-better-than-expected-trade-surplus-274210	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068821062
60789	EUR/USD pulling back up to challenge the 1.38 handle	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=5ce26ffe-8234-4bae-8cce-f496ef6dc1a8	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068821494
60790	FOREX-Euro on defensive after ECB officials reopen easing debate	http://www.reuters.com/article/2014/03/27/markets-forex-idUSL4N0MN54920140327	Reuters	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.reuters.com	1396068821687
60791	Market Review: Upbeat US durable goods orders data cheers markets	http://www.zawya.com/story/Market_Review_Upbeat_US_durable_goods_orders_data_cheers_markets-SX2603201444564/	Zawya \(registration\)	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.zawya.com	1396068821889
60792	Gold dips on robust US durable goods orders	http://www.investing.com/news/commodities-news/gold-dips-on-robust-u.s.-durable-goods-orders-274161	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068822094
60793	Dollar gains on upbeat durable goods orders	http://www.investing.com/news/forex-news/dollar-gains-on-upbeat-durable-goods-orders-274162	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068822408
60794	Session Recap: Choppy USD day; EUR/USD on the up while the GBP/USD on  ...	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=5b544e1e-c42c-4052-8b5f-ce17cfd0c1b5	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068822710
60795	Dollar falls versus yen on renewed geopolitical concerns	http://www.reuters.com/article/2014/03/26/us-markets-forex-idUSBREA2211320140326	Reuters	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.reuters.com	1396068822904
60796	EUR/USD drifting lower on 1.3820	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=c1eeffbe-fccb-4778-835b-6d61fdb9c573	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068823097
60797	USD/JPY gains as US durable goods demand picks up	http://www.investing.com/news/forex-news/usd-jpy-gains-as-u.s.-durable-goods-demand-picks-up-274144	Investing.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.investing.com	1396068823433
60798	EUR/USD slips on solid U.S. durable goods data	http://www.nasdaq.com/article/eurusd-slips-on-solid-us-durable-goods-data-cm339048	NASDAQ	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.nasdaq.com	1396068823642
60799	EUR to move lower - Societe Generale	http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=7742df53-9b77-4b4a-b194-fe8e3b654c36	FXstreet.com	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.fxstreet.com	1396068823952
60800	Exchange Rate Forecasts: Pound Sterling, Euro, US Dollar, Australian Dollar  ...	http://www.exchangerates.org.uk/news/8849/exchange-rates-forecast-pound-sterling-euro-us-dollar-australian-dollar-nz-cad-dollars.html	Exchange Rates UK	b	dEIyCRbEMAXMiNMV7JhWBb05S7FsM	www.exchangerates.org.uk	1396068824145
