198901	Capsule Movie Reviews (May 7): 'Chef' and five more	http://insidemovies.ew.com/2014/05/07/capsule-movie-reviews-may-7-chef-and-five-more/	Entertainment Weekly	e	dcFdu-fFpfVeSEMVjKydbRGNTFlsM	insidemovies.ew.com	1399637969784
198929	'Tony the Tiger' Voice Dead at 64	http://www.newser.com/story/186606/tony-the-tiger-voice-dead-at-64.html	Newser	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.newser.com	1399638174766
198930	Lee Marshall, Tony the Tiger's voice, is dead of esophageal cancer at 64	http://www.dailymail.co.uk/news/article-2623699/Tony-Tiger-voice-Lee-Marshall-dies-64.html	Daily Mail	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.dailymail.co.uk	1399638174999
198931	Voice of Kellogg's Frosties 'Tony the Tiger' dead aged 64: Tributes paid to  ...	http://www.mirror.co.uk/news/world-news/voice-kelloggs-frosties-tony-tiger-3516230	Mirror.co.uk	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.mirror.co.uk	1399638175369
198932	Lee Marshall: Voice Of Tony The Tiger Dies	http://www.key103.co.uk/news/business/20140508-lee-marshall-voice-of-tony-the-tiger-dies/	Key 103 Manchester	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.key103.co.uk	1399638175797
198933	Voice of Tony the Tiger dead at 64	http://www.kvoa.com/news/voice-of-tony-the-tiger-dead-at-64/	KVOA Tucson News	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.kvoa.com	1399638175998
198934	Total Divas Clip with Cameron & Ray J, Marshall Cause of Death, More	http://www.twnpnews.com/2014/05/total-divas-clip-cameron-ray-j-marshall-cause-death/	TWNP-Wrestling News	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.twnpnews.com	1399638176209
198935	Voice of Tony the Tiger dies	http://news.ninemsn.com.au/entertainment/2014/05/09/11/39/voice-of-tony-the-tiger-dies	Ninemsn	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	news.ninemsn.com.au	1399638176426
198936	Not Grrrreat News: Lee Marshall Voice of Tony the Tiger Died	http://www.thedailymeal.com/news/not-grrrreat-news-lee-marshall-voice-tony-tiger-died/5814	The Daily Meal	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.thedailymeal.com	1399638176628
198937	Kellogg's cereal mascot: Lee Marshall, the iconic voice of Tony the Tiger dies	http://www.examiner.com/article/kellogg-s-cereal-mascot-lee-marshall-the-iconic-voice-of-tony-the-tiger-dies	Examiner.com	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.examiner.com	1399638177003
198938	Lee Marshall Dead: Voice of Kellogg's Tony the Tiger Dies at 64	http://www.usmagazine.com/celebrity-news/news/lee-marshall-dead-voice-of-kelloggs-tony-the-tiger-dies-at-64-201485	Us Magazine	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.usmagazine.com	1399638177240
198939	Lee Marshall Dead at 64: Voice of Tony the Tiger Dies from Esophageal Cancer	http://www.hngn.com/articles/30866/20140508/lee-marshall-dead-64-voice-tony-tiger-dies-esophageal-cancer.htm	Headlines \& Global News	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.hngn.com	1399638177506
198940	Lee Marshall, the Voice of Tony the Tiger, Has Passed Away	http://www.slate.com/blogs/the_slatest/2014/05/08/tony_the_tiger_voice_lee_marshall_tiger_and_radio_personality_passed_away.html	Slate Magazine \(blog\)	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.slate.com	1399638177811
198941	Lee Marshall, voice actor for Tony the Tiger, dies in California at 64	http://www.greenfieldreporter.com/view/story/e7b3b9e6dd904e3181836eaf0c0349e8/US--Obit-Lee-Marshall	Greenfield Daily Reporter	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.greenfieldreporter.com	1399638178069
198942	He was grrrreat! Voice over talent dies	http://www.14news.com/story/25467704/he-was-grrrreat-voice-over-talent-dies	14 News WFIE Evansville	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.14news.com	1399638178251
198943	Tony the Tiger Voice Actor Lee Marshall Dies at 64	http://www.nbcbayarea.com/entertainment/entertainment-news/Tony-the-Tiger-Voice-Lee-Marshall-Dies-at-64-258529201.html	NBC Bay Area	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.nbcbayarea.com	1399638178682
198944	Lee Marshall, the man behind Tony the Tiger has died	http://www.collegenews.com/article/lee_marshall_the_man_behind_tony_the_tiger_has_died	CollegeNews	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.collegenews.com	1399638178967
198945	Lee Marshall: Tony the Tiger Voice Actor Dies at 64 of Esophageal Cancer	http://www.newsmax.com/thewire/lee-marshall-tony-the-tiger-voice-dies/2014/05/08/id/570294/	Newsmax.com	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.newsmax.com	1399638179153
198946	Total Divas Preview With Cameron & Ray J, Cause Of Death For Lee Marshall  ...	http://www.wrestlinginc.com/wi/news/2014/0508/575897/total-divas-preview-with-cameron-ray-j/	Wrestling Inc.	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.wrestlinginc.com	1399638179343
198947	Tony The Tiger Dies, Voice Actor Lee Marshall Was 64	http://www.inquisitr.com/1243467/tony-the-tiger-dies-voice-actor-lee-marshall-was-64/	The Inquisitr	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.inquisitr.com	1399638179580
198948	Lawrence happy to 'ignore' Hoult	http://www.bucksfreepress.co.uk/leisure/showbiz/11202885.Lawrence_happy_to__ignore__Hoult/	Buckinhamshire Free Press	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.bucksfreepress.co.uk	1399638381971
198949	Jennifer Lawrence waiting for fans to get sick of her	http://jam.canoe.ca/Celebrities/2014/05/08/21658181-wenn-story.html	CANOE	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	jam.canoe.ca	1399638382142
198950	Jennifer Lawrence denies faking Oscar fall: "I'm craftier than that"	http://www.digitalspy.com/celebrity/news/a569683/jennifer-lawrence-denies-faking-oscar-fall-im-craftier-than-that.html	Digital Spy	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.digitalspy.com	1399638382408
198951	Jennifer Lawrence has denied that she fakes being clumsy to get attention	http://www.heatworld.com/Celeb-News/2014/05/Jennifer-Lawrence-has-denied-that-she-fakes-being-clumsy-to-get-attention/	heatworld	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.heatworld.com	1399638382630
198952	Jennifer Lawrence Says Fans Will Eventually Tire of Her	http://www.fanbolt.com/jennifer-lawrence-says-fans-will-eventually-tire-of-her/	FanBolt.Com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.fanbolt.com	1399638382900
198953	Nicholas and I ignore each other when busy: Jennifer Lawrence	http://www.deccanchronicle.com/140509/entertainment-hollywood/article/nicholas-and-i-ignore-each-other-when-busy-jennifer-lawrence	Deccan Chronicle	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.deccanchronicle.com	1399638383140
198954	Jennifer Lawrence: I don't want to constantly be a GIF	http://www.radiotimes.com/news/2014-05-09/jennifer-lawrence-i-dont-want-to-constantly-be-a-gif	Radio Times	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.radiotimes.com	1399638383399
198955	Jennifer Lawrence Knows You Might Be Sick Of Her	http://www.thefrisky.com/2014-05-08/jennifer-lawrence-knows-you-might-be-sick-of-her/	The Frisky	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.thefrisky.com	1399638383727
198956	Lawrence, Hoult to ignore each other to keep romance alive	http://www.desimartini.com/news/hollywood/lawrence-hoult-to-ignore-each-other-to-keep-romance-alive/article9770.htm	Desimartini	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.desimartini.com	1399638384049
198957	Jennifer Lawrence 'Jealous' of Kristen Stewart: Hunger Games Star Responds to  ...	http://www.ibtimes.co.uk/jennifer-lawrence-jealous-kristen-stewart-hunger-games-star-responds-reports-1447855	International Business Times UK	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.ibtimes.co.uk	1399638384292
198958	I and Nicholas ignore each other when busy: Jennifer Lawrence	http://indianexpress.com/article/entertainment/hollywood/i-and-nicholas-ignore-each-other-when-busy-jennifer-lawrence/	Indian Express	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	indianexpress.com	1399638384515
198959	Jennifer Lawrence deliberately ignores her boyfriend Nicholas Hoult. See, she is  ...	http://entertainment.ie/celebrity-gossip/Jennifer-Lawrence-ignores-her-boyfriend-See-she-is-just-like-us/259615.htm	Entertainment.ie	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	entertainment.ie	1399638384723
198960	Why Jennifer Lawrence Doesn't Trust Women	http://www.showbizspy.com/article/273783/why-jennifer-lawrence-doesnt-trust-women.html	Showbiz Spy	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.showbizspy.com	1399638384976
198961	Jennifer Lawrence talks girl feud with Kristen Stewart	http://www.handbag.com/day-bag/news/a569766/jennifer-lawrence-talks-girl-feud-with-kristen-stewart.html	handbag.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.handbag.com	1399638385269
198962	JLaw: I ignore Hoult	http://www.belfasttelegraph.co.uk/entertainment/news/jlaw-i-ignore-hoult-30259211.html	Belfast Telegraph	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.belfasttelegraph.co.uk	1399638385522
198963	Jennifer Lawrence ignores her other half. See, she is just like us!!	http://entertainment.ie/celebrity-gossip/Jennifer-Lawrence-ignores-her-other-half-See-she-is-just-like-us/259615.htm	Entertainment.ie	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	entertainment.ie	1399638385765
198964	Jennifer Lawrence: I Didn't Fake Oscars Fall	http://www.mtv.co.uk/jennifer-lawrence/news/jennifer-lawrence-i-didnt-fake-oscars-fall	MTV UK	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.mtv.co.uk	1399638386164
198965	Jennifer Lawrence: I didn't deliberately trip at Oscars	http://www.thereporter.com.au/news/jennifer-lawrence-i-didnt-deliberately-trip-oscars/2253725/	The Reporter	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.thereporter.com.au	1399638386377
198966	Jennifer Lawrence Laughed With Kristen Stewart Over 'Hilarious' Feud Rumours	http://www.entertainmentwise.com/news/148643/Jennifer-Lawrence-Laughed-With-Kristen-Stewart-Over-Hilarious-Feud-Rumours	Entertainmentwise	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.entertainmentwise.com	1399638386594
198967	J-Law opens up about relationship with beau Nicholas Hoult	http://www.business-standard.com/article/news-ani/j-law-opens-up-about-relationship-with-beau-nicholas-hoult-114050900434_1.html	Business Standard	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.business-standard.com	1399638386821
198968	JLaw feels her red carpet blunders may make fans 'sick'	http://timesofindia.indiatimes.com/entertainment/english/hollywood/news-interviews/JLaw-feels-her-red-carpet-blunders-may-make-fans-sick/articleshow/34871482.cms	Times of India	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	timesofindia.indiatimes.com	1399638387025
198969	Jennifer Lawrence opens up about relationship with beau Nicholas Hoult	http://www.dnaindia.com/entertainment/report-jennifer-lawrence-opens-up-about-relationship-with-beau-nicholas-hoult-1986523	Daily News \& Analysis	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.dnaindia.com	1399638387275
198970	Jennifer Lawrence doesnt want to be a GIF all the time	http://www.elle.my/celebrity/News/Jennifer-Lawrence-doesnt-want-to-be-a-GIF-all-the-time	ELLE Malaysia	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.elle.my	1399638387542
198971	Jennifer Lawrence Nicholas Hoult Break Up? No, But Actress Says They 'Ignore  ...	http://www.latinospost.com/articles/36769/20140509/jennifer-lawrence-nicholas-hoult-break-up-actress-ignore-each.htm	Latinos Post	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.latinospost.com	1399638387748
198972	Jennifer Lawrence: 'Nobody can stay beloved forever'	http://www.realitytvworld.com/news/jennifer-lawrence-nobody-can-stay-beloved-forever-50128757.php	Reality TV World	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.realitytvworld.com	1399638387971
198973	Jennifer Lawrence Says She and Nicholas Hoult 'Ignore Each Other' When They  ...	http://www.aceshowbiz.com/news/view/00070780.html	AceShowbiz	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.aceshowbiz.com	1399638388224
198974	Jennifer Lawrence on fame, love, Oscar loss	http://www.ktvz.com/lifestyle/entertainment/Jennifer-Lawrence-on-fame-love-Oscar-loss/25879780	KTVZ	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.ktvz.com	1399638388396
198975	Jennifer Lawrence on Pitfalls of Fame	http://www.2dayfm.com.au/scoopla/blog/2014/5/jennifer-lawrence-on-pitfalls-of-fame/	2DayFM \(blog\)	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.2dayfm.com.au	1399638388599
198976	'I ignore Hoult', says Jennifer Lawrence	http://www.themalaymailonline.com/showbiz/article/i-ignore-hoult-says-jennifer-lawrence	The Malay Mail Online	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.themalaymailonline.com	1399638388802
198977	Jennifer Lawrence Knew You Were Going To Think Her Oscars Trip Was An Act	http://www.huffingtonpost.com/2014/05/08/jennifer-lawrence-tripping_n_5288359.html\?ir=Celebrity	Huffington Post	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.huffingtonpost.com	1399638389035
198978	Jennifer Lawrence talks dating Nicholas Hoult, Kristen Stewart rumors	http://www.ontheredcarpet.com/Jennifer-Lawrence-talks-dating-Nicholas-Hoult--Kristen-Stewart-rumors/9531879	OnTheRedCarpet.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.ontheredcarpet.com	1399638389291
198979	Jennifer Lawrence is Well Aware That There is a Backlash Brewing Against Her	http://www.complex.com/pop-culture/2014/05/jennifer-lawrence-on-the-inevitable-backlash	Complex.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.complex.com	1399638389488
198980	Jennifer Lawrence Says Fame Made Her Closed Off And Rude	https://au.lifestyle.yahoo.com/marie-claire/news-and-views/celebrity/a/23354027/jennifer-lawrence-says-fame-made-her-closed-off-and-rude/	marie claire magazine Australia	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	au.lifestyle.yahoo.com	1399638389891
198981	Jennifer Lawrence Shares Her Secret to a Happy Hollywood Relationship	http://www.fanbolt.com/jennifer-lawrence-shares-her-secret-to-a-happy-hollywood-relationship/	FanBolt.Com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.fanbolt.com	1399638390243
198982	Jennifer Lawrence & Nicholas Hoult Agree To Ignore Each Other When They're  ...	http://www.contactmusic.com/story/jennifer-lawrence-nicholas-hoult-agree-to-ignore-each-other-when-they-re-working_4185680	Contactmusic.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.contactmusic.com	1399638390543
198983	Oscar winner Lawrence calls herself 'annoying'	http://voices.suntimes.com/arts-entertainment/the-daily-sizzle/oscar-winner-lawrence-calls-herself-annoying/	Voices	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	voices.suntimes.com	1399638390769
198984	The Wrap Up: New 'X-Men: Days of Future Past' Images Show of Mystique and  ...	http://screencrush.com/the-wrap-up-x-men-days-of-future-past-images-mystique-beast/	ScreenCrush	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	screencrush.com	1399638390964
198985	Jennifer Lawrence Backlash Was Inevitable, Says Jennifer Lawrence	http://news.moviefone.com/2014/05/08/jennifer-lawrence-backlash/	Moviefone	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	news.moviefone.com	1399638391275
198986	Jennifer Lawrence ignores boyfriend Nicholas Hoult	http://www.dailytimes.com.pk/entertainment/09-May-2014/jennifer-lawrence-ignores-boyfriend-nicholas-hoult	Daily Times	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.dailytimes.com.pk	1399638391527
198987	Think Jennifer Lawrence Is Annoying? That's OK, She Thinks So Too (PHOTOS)	http://globalgrind.com/2014/05/08/jennifer-lawrence-marie-claire-magazine-cover-photos-interview/	Global Grind	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	globalgrind.com	1399638391768
198988	Jennifer Lawrence Dating Co-Star & Boyfriend Nicholas Hoult: Star Opens Up  ...	http://www.latinpost.com/articles/12046/20140508/jennifer-lawrence-dating-co-star-boyfriend-nicholas-hoult-talks-boyfriends.htm	Latin Post	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.latinpost.com	1399638391971
198989	Jennifer Lawrence Responds to Rumors She's Jealous of Kristen Stewart	http://www.extratv.com/2014/05/08/jennifer-lawrence-responds-to-rumors-shes-jealous-of-kristen-stewart/	Extra	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.extratv.com	1399638392369
198990	Kristen Stewart And Jennifer Lawrence Share A Laugh Over Rumored Love  ...	http://www.inquisitr.com/1243856/kristen-stewart-and-jennifer-lawrence-share-a-laugh-over-rumored-love-triangle-with-nicholas-hoult/	The Inquisitr	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.inquisitr.com	1399638392594
198991	Jennifer Lawrence HAS Changed Due To Fame! Her Sad Tale About What It's  ...	http://perezhilton.com/2014-05-08-jennifer-lawrence-fame-changed-her-not-friendly-outgoing	PerezHilton.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	perezhilton.com	1399638392822
198992	Jennifer Lawrence Reveals the Funny Way She Handles Dating Rumors!	http://www.j-14.com/posts/jennifer-lawrence-reveals-the-funny-way-she-handles-dating-rumors-38075	J-14 Magazine	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.j-14.com	1399638393048
198993	Jennifer Lawrence Talks On Set Sex With "Beautiful" Boyfriend Nicholas Hoult	http://www.cambio.com/2014/05/08/jennifer-lawrence-talks-on-set-sex-with-beautiful-boyfriend-nicholas-hoult/	Cambio	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.cambio.com	1399638393287
198994	Photos and Videos	http://www.nbcbayarea.com/entertainment/entertainment-news/Jennifer_Lawrence_Ignores_Boyfriend_Nicholas_Hoult_and_Says_She_s_Not_Feuding_With_Kristen_Stewart-258464751.html	NBC Bay Area	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.nbcbayarea.com	1399638393662
198995	Jennifer Lawrence waiting for fans to get sick of her 0	http://www.lfpress.com/2014/05/08/jennifer-lawrence-waiting-for-fans-to-get-sick-of-her	London Free Press	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.lfpress.com	1399638393912
198996	Jennifer Lawrence: 'Fans Will Get Sick Of Me'	http://www.contactmusic.com/story/jennifer-lawrence-fans-will-get-sick-of-me_4185517	Contactmusic.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.contactmusic.com	1399638394148
198997	Jennifer Lawrence Makes Us (Almost) Miss Coats In 'Marie Claire'	http://style.mtv.com/2014/05/08/jennifer-lawrence-marie-claire-cover-2014/	MTV.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	style.mtv.com	1399638394363
198998	Jennifer Lawrence on 'Planning' Red-Carpet Trips: 'I'm Craftier Than That'	http://www.hollywoodreporter.com/news/jennifer-lawrence-planning-red-carpet-702381	Hollywood Reporter	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.hollywoodreporter.com	1399638394839
198999	Jennifer Lawrence ignores her boyfriend	http://www.contactmusic.com/story/jennifer-lawrence-ignores-her-boyfriend_4185505	Contactmusic.com	e	dH2UT_xmtiUWc8MyLgtsxjjiTt0UM	www.contactmusic.com	1399638395042
